GUID,Cell Reference,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans
2C8E43E6,'[IFRS+ Financials.xlsx]Directors'!$D$293,Land,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.010.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.010.000"",Link,0)))",,
B51C120E,'[IFRS+ Financials.xlsx]Directors'!$D$294,Buildings,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.015.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.015.000"",Link,0)))",,
4A7F1024,'[IFRS+ Financials.xlsx]Directors'!$D$295,Leasehold property,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.017.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.017.000"",Link,0)))",,
4BDBF67E,'[IFRS+ Financials.xlsx]Directors'!$D$296,Leasehold improvements,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.018.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.018.000"",Link,0)))",,
9E3FD5A4,'[IFRS+ Financials.xlsx]Directors'!$D$297,Machinery,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.020.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.020.000"",Link,0)))",,
F78BA6AE,'[IFRS+ Financials.xlsx]Directors'!$D$298,Motor vehicles,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.030.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.030.000"",Link,0)))",,
1E30053A,'[IFRS+ Financials.xlsx]Directors'!$D$299,Aircraft,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.034.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.034.000"",Link,0)))",,
F1A0B626,'[IFRS+ Financials.xlsx]Directors'!$D$300,Not in use,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.036.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.036.000"",Link,0)))",,
DF2AF166,'[IFRS+ Financials.xlsx]Directors'!$D$301,Fixtures and fittings,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.040.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.040.000"",Link,0)))",,
CE4372E2,'[IFRS+ Financials.xlsx]Directors'!$D$302,Office equipment,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.050.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.050.000"",Link,0)))",,
E87DA679,'[IFRS+ Financials.xlsx]Directors'!$D$303,Computer equipment,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.060.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.060.000"",Link,0)))",,
9B5D0E09,'[IFRS+ Financials.xlsx]Directors'!$D$304,Computer software,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.062.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.062.000"",Link,0)))",,
CB4B1A6D,'[IFRS+ Financials.xlsx]Directors'!$D$305,Construction in progress,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.080.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.080.000"",Link,0)))",,
BB4105CB,'[IFRS+ Financials.xlsx]Directors'!$D$306,"Property, plant and equipment under operating leases","'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.082.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.082.000"",Link,0)))",,
4B5ED334,'[IFRS+ Financials.xlsx]Directors'!$D$307,Other fixed asset,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.084.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.084.000"",Link,0)))",,
F76EE16E,'[IFRS+ Financials.xlsx]Directors'!$D$308,Other fixed asset 2,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.086.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.086.000"",Link,0)))",,
B8408CD2,'[IFRS+ Financials.xlsx]Directors'!$D$309,Other fixed asset 3,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.088.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.088.000"",Link,0)))",,
E3418FC1,'[IFRS+ Financials.xlsx]Directors'!$D$312,[Insert any other additional information],,,
2F964BEE,'[IFRS+ Financials.xlsx]Directors'!$D$314,Solvency and liquidity test,,,
FAC5D454,'[IFRS+ Financials.xlsx]Directors'!$D$316,Wording included below in terms of CIPC Notice 15 of 2021,,,
3D4885E5,'[IFRS+ Financials.xlsx]Directors'!$D$317,The director has performed the required solvency and liquidity tests required by the Companies Act of South Africa.,"'=""The ""&LOWER(Director_board)&Director_has_have&"" performed the required solvency and liquidity tests required by the Companies Act of South Africa.""",,
CFD70AB5,'[IFRS+ Financials.xlsx]Directors'!$D$319,Liquidity and solvency,,,
F2A2E5B5,'[IFRS+ Financials.xlsx]Directors'!$D$323,Independent Auditor,"'=IF(IFERROR(ReportAudit_Display,0)=1,""Independent ""&PROPER(Report_auditor_s),IF(IFERROR(ReportReview_Display,0)=1,""Independent ""&PROPER(Report_reviewer_s),IF(IFERROR(ReportOfficer_Display,0)=1,PROPER(Report_officer_s),PROPER(Report_compiler_s))))",,
7BB14AD1,'[IFRS+ Financials.xlsx]Directors'!$D$325,SK Practice was the independent auditor for the year under review.,"'=Auditors&"" ""&IF(IFERROR(ReportAudit_Display,0)=1,Report_were_was&"" the independent ""&Report_auditor_s,IF(IFERROR(ReportReview_Display,0)=1,Report_were_was&"" the independent ""&Report_reviewer_s,IF(IFERROR(ReportOfficer_Display,0)=1,Report_were_was&"" the ""&Report_officer_s,""compiled the ""&LOWER(AFS_Name))))&"" for the ""&Period_Year&"" under review.""",,
F8F52B76,'[IFRS+ Financials.xlsx]Directors'!$D$327,SK Practice was reappointed as the independent auditor of IFRS+AFRIKAANS.,"'=Auditors&"" ""&IF(IFERROR(ReportAudit_Display,0)=1,Report_were_was&"" reappointed as the independent ""&Report_auditor_s,IF(IFERROR(ReportReview_Display,0)=1,Report_were_was&"" reappointed as the independent ""&Report_reviewer_s,IF(IFERROR(ReportOfficer_Display,0)=1,Report_were_was&"" reappointed as the ""&Report_officer_s,Report_were_was&"" reappointed as the compilers"")))&"" of ""&CompanyName&"".""",,
B5333EB0,'[IFRS+ Financials.xlsx]Directors'!$D$329,0,'=AdditionalProfessionalsRole,,
2D441A31,'[IFRS+ Financials.xlsx]Directors'!$D$331, were the  for the year under review.,"'=AdditionalProfessionals&"" ""&AdditionalProfessionalsReport_were_was&"" the ""&AdditionalProfessionalsRole&"" for the ""&Period_Year&"" under review.""",,
C72A2F77,'[IFRS+ Financials.xlsx]Directors'!$D$333, were reappointed as of IFRS+AFRIKAANS.,"'=AdditionalProfessionals&"" ""&AdditionalProfessionalsReport_were_was&"" reappointed as""&AdditionalProfessionalsRole&"" of ""&CompanyName&"".""",,
4C8EE650,'[IFRS+ Financials.xlsx]Directors'!$D$335,Managing Agent,,,
