GUID,Cell Reference,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans
5F69A3AE,'[IFRS+ Financials.xlsx]Directors'!$D$98,The director is not aware of any matter or circumstance arising since the end of the financial year to the date of this report that could have a material effect on the financial position of the company.,"'=""The ""&LOWER(Director_board)&Director_is_are&"" not aware of any matter or circumstance arising since the end of the financial ""&Period_Year&"" to the date of this report that could have a material effect on the financial position of the ""&EntityDescriptionCase&"".""",Die direkteur is nie bewus van enige saak of omstandigheid wat sedert die einde van die finansiële jaar tot op die datum van hierdie verslag ontstaan het wat 'n wesenlike uitwerking op die maatskappy se finansiële posisie kan hê nie.,"'=""Die ""&LOWER(Director_board)&Director_is_are&"" nie bewus van enige saak of omstandigheid wat sedert die einde van die finansiële ""&Period_Year&"" tot op die datum van hierdie verslag ontstaan het wat 'n wesenlike uitwerking op die ""&EntityDescriptionCase&"" se finansiële posisie kan hê nie."""
8C804CCC,'[IFRS+ Financials.xlsx]Directors'!$D$100,"The Minister of Finance announced on 23 February 2022 that the corporate tax rate will reduce from 28% to 27%. This will effectively be applied on years of assessment commencing on or after 1 April 2022 and will, therefore be applicable to the financial year ending 28 February 2024. No adjustment is required in the current year's financial statements.",,Die Minister van Finansies het op 23 Februarie 2022 aangekondig dat die maatskappybelastingkoers van 28% tot 27% verlaag sal word. Dit sal effektief van toepassing wees op aanslagjare wat op of na 1 April 2022 begin en sal dus van toepassing wees op die finansiële jaar wat op 28 Februarie 2024 eindig. Geen aanpassing is in die huidige jaar se finansiële state vereis nie.,"'=""Die Minister van Finansies het op 23 Februarie 2022 aangekondig dat die maatskappybelastingkoers van 28% tot 27% verlaag sal word. Dit sal effektief van toepassing wees op aanslagjare wat op of na 1 April 2022 begin en sal dus van toepassing wees op die finansiële jaar wat op 28 Februarie 2024 eindig. Geen aanpassing is in die huidige jaar se finansiële state vereis nie."""
F7CBD4BC,'[IFRS+ Financials.xlsx]Directors'!$D$102,Impact of COVID-19,,Impak van COVID-19,"'""Impak van COVID-19"""
9A5C5747,'[IFRS+ Financials.xlsx]Directors'!$D$103,"The below examples have been sourced from various published results and suggestions provided by users of Draftworx. Each entity needs to individually assess the impact of COVID-19, and provide their own details of the potential and actual effect. These are all written for years ended 29 February 2020 and the conclusions regarding the treatment as a non-adjusting event analysed at that date. These are provided as examples only, and Draftworx in no way warrants their use to be comprehensive and applicable in any particular case.",,"Die onderstaande voorbeelde is verkry uit verskeie gepubliseerde resultate en voorstelle wat deur gebruikers van Draftworx verskaf is. Elke entiteit moet individueel die impak van COVID-19 beoordeel, en hul eie besonderhede rakende die moontlike en werklike effek verskaf. Hierdie voorbeelde is almal opgestel vir boekjare wat op 29 Februarie 2020 geëindig het en die gevolgtrekkings rakende die hantering as 'n nie-aanpassingsgebeurtenis is op daardie datum ontleed. Hierdie word slegs as voorbeelde verskaf, en Draftworx waarborg geensins dat hul gebruik omvattend of toepaslik in enige spesifieke geval is nie.","'""Die onderstaande voorbeelde is verkry uit verskeie gepubliseerde resultate en voorstelle wat deur gebruikers van Draftworx verskaf is. Elke entiteit moet individueel die impak van COVID-19 beoordeel, en hul eie besonderhede rakende die moontlike en werklike effek verskaf. Hierdie voorbeelde is almal opgestel vir boekjare wat op 29 Februarie 2020 geëindig het en die gevolgtrekkings rakende die hantering as 'n nie-aanpassingsgebeurtenis is op daardie datum ontleed. Hierdie word slegs as voorbeelde verskaf, en Draftworx waarborg geensins dat hul gebruik omvattend of toepaslik in enige spesifieke geval is nie.""'"
ADC8B78B,'[IFRS+ Financials.xlsx]Directors'!$D$104,Source Adcorp Audited Consolidated Financial Statements for the year ended 29 February 2020,,Bron: Adcorp Geouditeerde Gekonsolideerde Finansiële State vir die jaar geëindig 29 Februarie 2020,"'""Bron: Adcorp Geouditeerde Gekonsolideerde Finansiële State vir die jaar geëindig 29 Februarie 2020""'"
AC55431C,'[IFRS+ Financials.xlsx]Directors'!$D$105,"COVID-19 existed globally at the reporting date. COVID-19 in itself is not an event; however, the National State of Emergency and Lockdown are events, which occurred after the reporting date as a result of COVID-19. It was concluded that the declaration of COVID-19 as a pandemic is such a non-adjusting event. The impact of COVID-19 on accounting standards that require the use of forward-looking information (expected credit losses and goodwill impairment) was assessed based on information available as at 29 February 2020.","'=""COVID-19 existed globally at the reporting date. COVID-19 in itself is not an event; however, the National State of Emergency and Lockdown are events, which occurred after the reporting date as a result of COVID-19. It was concluded ""&""that the declaration of COVID-19 as a pandemic is such a non-adjusting event. The impact of COVID-19 on accounting standards that require the use of forward-looking information (expected credit losses and goodwill ""&""impairment) was assessed based on information available as at 29 February 2020.""","COVID-19 het wêreldwyd bestaan op die verslagdoeningsdatum. COVID-19 op sigself is nie 'n gebeurtenis nie; egter, die Nasionale Rampverklaring en Inperking is gebeure wat ná die verslagdoeningsdatum plaasgevind het as gevolg van COVID-19. Daar is tot die gevolgtrekking gekom dat die verklaring van COVID-19 as 'n pandemie so 'n nie-aanpassende gebeurtenis is. Die impak van COVID-19 op rekeningkundige standaarde wat die gebruik van vooruitskattings vereis (verwagte kredietverliese en waardevermindering van goodwill) is beoordeel gebaseer op inligting beskikbaar op 29 Februarie 2020.","'=""COVID-19 het wêreldwyd bestaan op die verslagdoeningsdatum. COVID-19 op sigself is nie 'n gebeurtenis nie; egter, die Nasionale Rampverklaring en Inperking is gebeure wat ná die verslagdoeningsdatum plaasgevind het as gevolg van COVID-19. Daar is tot die gevolgtrekking gekom dat die verklaring van COVID-19 as 'n pandemie so 'n nie-aanpassende gebeurtenis is. Die impak van COVID-19 op rekeningkundige standaarde wat die gebruik van vooruitskattings vereis (verwagte kredietverliese en waardevermindering van goodwill) is beoordeel gebaseer op inligting beskikbaar op 29 Februarie 2020."""
6AC693DC,'[IFRS+ Financials.xlsx]Directors'!$D$107,"As the pandemic increases in both magnitude and duration, entities are experiencing conditions often associated with a general economic downturn, including, but not limited to, financial market volatility and erosion, deteriorating credit, liquidity concerns, further increases in government intervention, increasing unemployment, broad declines in consumer discretionary spending, increasing inventory levels, reductions in production because of decreased demand, layoffs and furloughs, and other restructuring activities. The continuation of these circumstances could result in an even broader economic downturn that could have a prolonged negative impact on an entity's financial results.","'=""As the pandemic increases in both magnitude and duration, entities are experiencing conditions often associated with a general economic downturn, including, but not limited to, financial market volatility and erosion, deteriorating ""&""credit, liquidity concerns, further increases in government intervention, increasing unemployment, broad declines in consumer discretionary spending, increasing inventory levels, reductions in production because of decreased ""&""demand, layoffs and furloughs, and other restructuring activities. The continuation of these circumstances could result in an even broader economic downturn that could have a prolonged negative impact on an entity's financial results.""","Soos wat die pandemie in beide omvang en duur toeneem, ervaar entiteite toestande wat dikwels met ŉ algemene ekonomiese insinking geassosieer word, insluitend, maar nie beperk nie tot, wisselvalligheid en agteruitgang in finansiële markte, verswakkende krediet, likiditeitsbekommernisse, verdere toename in regeringsinmenging, stygende werkloosheid, wye afname in diskresionêre besteding deur verbruikers, verhoogde voorraadvlakke, vermindering in produksie as gevolg van afgeneemde aanvraag, afleggings en verlof, asook ander herstruktureringsaktiwiteite. Die voortduring van hierdie omstandighede kan lei tot ŉ selfs wyer ekonomiese insinking wat 'n langdurige negatiewe impak op ’n entiteit se finansiële resultate kan hê.","'=""Soos wat die pandemie in beide omvang en duur toeneem, ervaar entiteite toestande wat dikwels met ŉ algemene ekonomiese insinking geassosieer word, insluitend, maar nie beperk nie tot, wisselvalligheid en agteruitgang in finansiële markte, verswakkende ""&""krediet, likiditeitsbekommernisse, verdere toename in regeringsinmenging, stygende werkloosheid, wye afname in diskresionêre besteding deur verbruikers, verhoogde voorraadvlakke, vermindering in produksie as gevolg van afgeneemde ""&""aanvraag, afleggings en verlof, asook ander herstruktureringsaktiwiteite. Die voortduring van hierdie omstandighede kan lei tot ŉ selfs wyer ekonomiese insinking wat 'n langdurige negatiewe impak op ’n entiteit se finansiële resultate kan hê."""
A8C448A3,'[IFRS+ Financials.xlsx]Directors'!$D$109,"Management has considered the potential impacts on the company by taking a number of factors into consideration, including the macro-economic impact as well as the future revenue of the company. Consideration was given to the cost structure of the company and restructuring activities have commenced in order to decrease the cost base. The company forecasts were stress tested. Further detail around the three scenarios management investigated can be found in note 0.","'=""Management has considered the potential impacts on the ""&GroupEntityCase&"" by taking a number of factors into consideration, including the macro-economic impact as well as the future revenue of the ""&GroupEntityCase&"". Consideration was given to the cost structure of the ""&GroupEntityCase&"" and restructuring activities have commenced in order to decrease the cost base. The ""&GroupEntityCase&"" forecasts were stress tested. Further detail around the three scenarios management investigated can be found in note ""&IFERROR(INT(Note_Num_EventsAfterReportingDate),""X"")&"".""","Bestuur het die moontlike impakte op die maatskappy oorweeg deur ‘n aantal faktore in ag te neem, insluitend die makro-ekonomiese impak sowel as die toekomstige inkomste van die maatskappy. Oorweging is geskenk aan die koste-struktuur van die maatskappy en herstrukturering is begin ten einde die kostebasis te verlaag. Die maatskappy se voorspellings is aan ‘n stresstoets onderwerp. Verdere besonderhede oor die drie scenario’s wat bestuur ondersoek het, is te vinde in nota 0.","'=""Bestuur het die moontlike impakte op die ""&GroupEntityCase&"" oorweeg deur ‘n aantal faktore in ag te neem, insluitend die makro-ekonomiese impak sowel as die toekomstige inkomste van die ""&GroupEntityCase&"". Oorweging is geskenk aan die koste-struktuur van die ""&GroupEntityCase&"" en herstrukturering is begin ten einde die kostebasis te verlaag. Die ""&GroupEntityCase&"" se voorspellings is aan ‘n stresstoets onderwerp. Verdere besonderhede oor die drie scenario’s wat bestuur ondersoek het, is te vinde in nota ""&IFERROR(INT(Note_Num_EventsAfterReportingDate),""X"")&""."""
6BEBB99B,'[IFRS+ Financials.xlsx]Directors'!$D$111,"Government intervention appears to be slowing the spread of COVID-19 at different speeds in different countries. The severity will be influenced by the lockdown period and the easing thereof. It is anticipated that the COVID-19 pandemic may have a substantial impact on revenue countered by material reduction in expenses and therefore the residual impact on profitability for the year ending 28 February 2021 is not expected to be significant. It is, however, not possible to make an accurate estimate of its full financial effect for the year ahead as the virus's infection rate and impact on macro-economic conditions is uncertain.",,"Regeringsingryping blyk die verspreiding van COVID-19 teen verskillende tempo’s in verskillende lande te vertraag. Die erns daarvan sal beïnvloed word deur die duur van die inperking en die verslapping daarvan. Dit word verwag dat die COVID-19-pandemie ‘n beduidende impak op inkomste kan hê, wat egter teenwerk sal word deur ‘n wesenlike vermindering in uitgawes en gevolglik word daar nie verwag dat die oorblywende impak op winsgewendheid vir die jaar eindigend 28 Februarie 2021 beduidend sal wees nie. Dit is egter nie moontlik om ‘n akkurate raming van die volle finansiële uitwerking daarvan vir die komende jaar te maak nie, aangesien die virus se infeksietempo en impak op makro-ekonomiese toestande onseker is.","'=""Regeringsingryping blyk die verspreiding van COVID-19 teen verskillende tempo’s in verskillende lande te vertraag. Die erns daarvan sal beïnvloed word deur die duur van die inperking en die verslapping daarvan. Dit word verwag dat die COVID-19-pandemie ‘n beduidende impak op inkomste kan hê, wat egter teenwerk sal word deur ‘n wesenlike vermindering in uitgawes en gevolglik word daar nie verwag dat die oorblywende impak op winsgewendheid vir die jaar eindigend 28 Februarie 2021 beduidend sal wees nie. Dit is egter nie moontlik om ‘n akkurate raming van die volle finansiële uitwerking daarvan vir die komende jaar te maak nie, aangesien die virus se infeksietempo en impak op makro-ekonomiese toestande onseker is."""
BE5CB8C2,'[IFRS+ Financials.xlsx]Directors'!$D$113,Source Equities Property Fund Limited Summary Consolidated Financial Statements for the year ended 29 February 2020,,Source Equities Property Fund Limited Opsomming van die Gekonsolideerde Finansiële State vir die jaar geëindig 29 Februarie 2020,"'=""Source Equities Property Fund Limited Opsomming van die Gekonsolideerde Finansiële State vir die jaar geëindig 29 Februarie 2020"""
6C416FCE,'[IFRS+ Financials.xlsx]Directors'!$D$114,"On 11 March 2020, the World Health Organisation (“WHO”) declared COVID-19 a pandemic. Since the outbreak of COVID-19, prices of risk assets have fallen sharply. Equity markets have endured declines of 30% or more at the trough and credit spreads have widened, most notably for sub-investment grade covenants. While the extent of the impact of these measures is not yet fully understood, it is clear from data releases over the past month that the economic damage caused will surpass that suffered after the global financial crisis of 2007-2009.",,"Op 11 Maart 2020 het die Wêreldgesondheidsorganisasie (“WGO”) COVID-19 as ’n pandemie verklaar. Sedert die uitbreek van COVID-19 het pryse van risikobates skerp gedaal. Aandelemarkte het afnames van 30% of meer op hul laagtepunt ervaar en kredietverspreidings het verbreed, veral vir sub-beleggingsgraad-ooreenkomste. Alhoewel die volle omvang van die impak van hierdie maatreëls nog nie ten volle verstaan word nie, is dit uit gegewens wat die afgelope maand vrygestel is, duidelik dat die ekonomiese skade wat veroorsaak word, groter sal wees as dié wat ná die wêreldwye finansiële krisis van 2007-2009 gely is.","'=""Op 11 Maart 2020 het die Wêreldgesondheidsorganisasie (“WGO”) COVID-19 as ’n pandemie verklaar. Sedert die uitbreek van COVID-19 het pryse van risikobates skerp gedaal. Aandelemarkte het afnames van 30% of meer op hul laagtepunt ervaar en kredietverspreidings het verbreed, veral vir sub-beleggingsgraad-ooreenkomste. Alhoewel die volle omvang van die impak van hierdie maatreëls nog nie ten volle verstaan word nie, is dit uit gegewens wat die afgelope maand vrygestel is, duidelik dat die ekonomiese skade wat veroorsaak word, groter sal wees as dié wat ná die wêreldwye finansiële krisis van 2007-2009 gely is."""
F292BCC1,'[IFRS+ Financials.xlsx]Directors'!$D$116,"Most economic forecasts made for 2020 (as it relates to real GDP growth, inflation expectations and unemployment rates) before the onset of COVID-19 have been shattered and while it is challenging to accurately estimate the impact of the virus, the need remains urgent. In SA, the SARB forecasts a 6.1% contraction in 2020 compared to the 0.2% contraction expected at the beginning of April. GDP is then expected to grow by 2.2% in 2021 and by 2.7% in 2022. In the UK, growth forecasts have been revised to reflect a 6.5% contraction for 2020. The IMF predicts that the crisis would have a sharp impact on the country's growth but expects a rapid recovery with growth of 4.0% forecast in 2021.",,"Meeste ekonomiese voorspellings wat vir 2020 gemaak is (soos dit verband hou met werklike BBP-groei, inflasieverwagtinge en werkloosheidsyfers) voor die aanbreek van COVID-19 is vernietig, en hoewel dit uitdagend is om die impak van die virus akkuraat te beraam, bly die behoefte dringend. In Suid-Afrika voorspel die SARB 'n inkrimping van 6.1% in 2020 teenoor die 0.2% inkrimping wat aan die begin van April verwag is. Daar word verwag dat die BBP in 2021 met 2.2% en in 2022 met 2.7% sal groei. In die VK is groeivoorspellings hersien om 'n inkrimping van 6.5% vir 2020 te weerspieël. Die IMF voorspel dat die krisis 'n skerp impak op die land se groei sal hê, maar verwag 'n vinnige herstel met 'n groei van 4.0% wat in 2021 voorspel word.","' ""Meeste ekonomiese voorspellings wat vir 2020 gemaak is (soos dit verband hou met werklike BBP-groei, inflasieverwagtinge en werkloosheidsyfers) voor die aanbreek van COVID-19 is vernietig, en hoewel dit uitdagend is om die impak van die virus akkuraat te beraam, bly die behoefte dringend. In Suid-Afrika voorspel die SARB 'n inkrimping van 6.1% in 2020 teenoor die 0.2% inkrimping wat aan die begin van April verwag is. Daar word verwag dat die BBP in 2021 met 2.2% en in 2022 met 2.7% sal groei. In die VK is groeivoorspellings hersien om 'n inkrimping van 6.5% vir 2020 te weerspieël. Die IMF voorspel dat die krisis 'n skerp impak op die land se groei sal hê, maar verwag 'n vinnige herstel met 'n groei van 4.0% wat in 2021 voorspel word."""
D95BD3E1,'[IFRS+ Financials.xlsx]Directors'!$D$118,"While it is still too early to quantify the full impact, if any, of COVID-19 on our core portfolio, we have evaluated the impact on both SA and the UK on rental collections since year-end and tenants' ability to remain operational during this period.",,"Hoewel dit steeds te vroeg is om die volle impak, indien enige, van COVID-19 op ons kernportefeulje te kwantifiseer, het ons die impak op beide SA en die VK geëvalueer ten opsigte van huurinbetalings sedert jaareinde en huurders se vermoë om gedurende hierdie tydperk operasioneel te bly.","'=""Hoewel dit steeds te vroeg is om die volle impak, indien enige, van COVID-19 op ons kernportefeulje te kwantifiseer, het ons die impak op beide SA en die VK geëvalueer ten opsigte van huurinbetalings sedert jaareinde en huurders se vermoë om gedurende hierdie tydperk operasioneel te bly."""
C46E9593,'[IFRS+ Financials.xlsx]Directors'!$D$120,Provided,,Verskaf,"'=""Verskaf"""
2C026761,'[IFRS+ Financials.xlsx]Directors'!$D$121,"The company notes the recent announcement made by President Cyril Ramaphosa on Monday, 23 March 2020 during which it was announced that the South African Government will be implementing a 21-day nation-wide lockdown with effect from midnight on Thursday, 26 March 2020 until midnight on Thursday, 16 April 2020 to curb the spread of COVID-19, which was subsequently extended to 30 April 2020. Subsequent to the national lockdown being lifted government has implemented a risk based approach strategy to curb the spread of the COVID-19 Pandemic. The strategy included a gradual re-opening of the economy by classifying certain economic activities under different risk levels. On the 1st of May 2020 the national lockdown was decreased from level 5 to level 4 and on the 24th of May 2020, the President announced that as of the 1st June 2020 the risk level would decrease to level 3 in certain areas.","'=""The ""&GroupEntityCase&"" notes the recent announcement made by President Cyril Ramaphosa on Monday, 23 March 2020 during which it was announced that the South African Government will be implementing a 21-day ""&""nation-wide lockdown with effect from midnight on Thursday, 26 March 2020 until midnight on Thursday, 16 April 2020 to curb the spread of COVID-19, which was subsequently extended to 30 April 2020. Subsequent to the national ""&""lockdown being lifted government has implemented a risk based approach strategy to curb the spread of the COVID-19 Pandemic. The strategy included a gradual re-opening of the economy by classifying certain economic ""&""activities under different risk levels. On the 1st of May 2020 the national lockdown was decreased from level 5 to level 4 and on the 24th of May 2020, the President announced that as of the 1st June 2020 the risk level would ""&""decrease to level 3 in certain areas.""","Die maatskappy neem kennis van die onlangse aankondiging deur President Cyril Ramaphosa op Maandag, 23 Maart 2020, waartydens aangekondig is dat die Suid-Afrikaanse Regering ’n 21-dae landswye inperking sal instel met ingang vanaf middernag op Donderdag, 26 Maart 2020 tot middernag op Donderdag, 16 April 2020 om die verspreiding van COVID-19 te bekamp, wat vervolgens tot 30 April 2020 verleng is. Nadat die nasionale inperking opgehef is, het die regering ’n risiko-gebaseerde benaderingstrategie geïmplementeer om die verspreiding van die COVID-19-pandemie te beperk. Die strategie het die geleidelike heropening van die ekonomie ingesluit deur sekere ekonomiese aktiwiteite onder verskillende risikovlakke te klassifiseer. Op 1 Mei 2020 is die nasionale inperking van vlak 5 na vlak 4 verlaag en op 24 Mei 2020 het die President aangekondig dat die risikovlak met ingang van 1 Junie 2020 tot vlak 3 in sekere gebiede verlaag sou word.","'=""Die ""&GroupEntityCase&"" neem kennis van die onlangse aankondiging deur President Cyril Ramaphosa op Maandag, 23 Maart 2020, waartydens aangekondig is dat die Suid-Afrikaanse Regering ’n 21-dae landswye inperking sal instel met ingang vanaf middernag op Donderdag, 26 Maart 2020 tot middernag op Donderdag, 16 April 2020 om die verspreiding van COVID-19 te bekamp, wat vervolgens tot 30 April 2020 verleng is. Nadat die nasionale inperking opgehef is, het die regering ’n risiko-gebaseerde benaderingstrategie geïmplementeer om die verspreiding van die COVID-19-pandemie te beperk. Die strategie het die geleidelike heropening van die ekonomie ingesluit deur sekere ekonomiese aktiwiteite onder verskillende risikovlakke te klassifiseer. Op 1 Mei 2020 is die nasionale inperking van vlak 5 na vlak 4 verlaag en op 24 Mei 2020 het die President aangekondig dat die risikovlak met ingang van 1 Junie 2020 tot vlak 3 in sekere gebiede verlaag sou word."""
EF658F3F,'[IFRS+ Financials.xlsx]Directors'!$D$123,The company is committed to contributing to the prevention of the spread of COVID-19 and will comply fully with the measures announced by the South African Government.,"'=""The ""&GroupEntityCase&"" is committed to contributing to the prevention of the spread of COVID-19 and will comply fully with the measures announced by the South African Government.""","Die maatskappy is daartoe verbind om by te dra tot die voorkoming van die verspreiding van COVID-19 en sal die maatreëls wat deur die Suid-Afrikaanse Regering aangekondig is, volledig nakom.","'=""Die ""&GroupEntityCase&"" is daartoe verbind om by te dra tot die voorkoming van die verspreiding van COVID-19 en sal die maatreëls wat deur die Suid-Afrikaanse Regering aangekondig is, volledig nakom."""
EAF7D114,'[IFRS+ Financials.xlsx]Directors'!$D$125,"The company has assessed the impact of COVID-19 on the annual financial statements and considered the potential impact on the business. While it is envisaged that there may be a negative impact on the performance of the company over the remainder of the financial year, the full impact of COVID-19 cannot be reasonably estimated at this time. The full impact of the COVID-19 outbreak continues to evolve at the date of this report.","'=""The ""&GroupEntityCase&"" has assessed the impact of COVID-19 on the ""&LOWER(AFS_Name)&"" and considered the potential impact on the business. While it is envisaged that there may be a negative impact on the performance of the ""&EntityDescriptionCase&"" over the remainder of the financial year, the full impact of COVID-19 cannot be reasonably estimated at this time. The full impact of the COVID-19 outbreak continues to evolve at the date of this report.""","Die maatskappy het die impak van COVID-19 op die jaarlikse finansiële state beoordeel en die potensiële invloed op die onderneming oorweeg. Alhoewel daar voorsien word dat daar moontlik ’n negatiewe uitwerking op die maatskappy se prestasie vir die res van die finansiële jaar kan wees, kan die volle impak van COVID-19 tans nie redelikerwys geraam word nie. Die volle impak van die COVID-19-uitbraak bly verder ontwikkel op die datum van hierdie verslag.","'=""Die ""&GroupEntityCase&"" het die impak van COVID-19 op die ""&LOWER(AFS_Name)&"" beoordeel en die potensiële invloed op die onderneming oorweeg. Alhoewel daar voorsien word dat daar moontlik ’n negatiewe uitwerking op die ""&EntityDescriptionCase&"" se prestasie vir die res van die finansiële jaar kan wees, kan die volle impak van COVID-19 tans nie redelikerwys geraam word nie. Die volle impak van die COVID-19-uitbraak bly verder ontwikkel op die datum van hierdie verslag."""
6C7FFBD3,'[IFRS+ Financials.xlsx]Directors'!$D$127,"Management will continue to assess the financial impact of COVID-19 and its impact on the company's financial condition, liquidity, operations, suppliers, industry and workforce, while placing the health and safety of employees first.","'=""Management will continue to assess the financial impact of COVID-19 and its impact on the ""&GroupEntityCaseAp&"" financial condition, liquidity, operations, suppliers, industry and workforce, while placing the health and safety of employees first.""","Bestuur sal aanhou om die finansiële impak van COVID-19 en die uitwerking daarvan op die maatskappy se finansiële toestand, likiditeit, bedrywighede, verskaffers, bedryf en arbeidsmag te evalueer, terwyl die gesondheid en veiligheid van werknemers eerste gestel word.","'=""Bestuur sal aanhou om die finansiële impak van COVID-19 en die uitwerking daarvan op die ""&GroupEntityCaseAp&"" finansiële toestand, likiditeit, bedrywighede, verskaffers, bedryf en arbeidsmag te evalueer, terwyl die gesondheid en veiligheid van werknemers eerste gestel word."""
2D8EAD19,'[IFRS+ Financials.xlsx]Directors'!$D$129,"It is generally accepted that, prior to 29 February 2020, COVID-19 was not considered as a global crisis that had emerged at that point. Consequently, for February 2020 year ends and earlier, COVID-19 will be regarded globally as a non-adjusting subsequent event. Therefore, the impact of the COVID-19 outbreak is not factored into the financial statement balances and accounts as at 29 February 2020.",,Dit word algemeen aanvaar dat COVID-19 voor 29 Februarie 2020 nie as 'n wêreldwye krisis beskou is wat teen daardie tyd ontstaan het nie. Gevolglik sal COVID-19 vir finansiële jaareindes op of voor Februarie 2020 wêreldwyd as 'n nie-aanpassende gebeurlikheid na jaareinde beskou word. Daarom is die impak van die uitbreking van COVID-19 nie in die finansiële state se saldi en rekeninge op 29 Februarie 2020 verreken nie.,"'=""Dit word algemeen aanvaar dat COVID-19 voor 29 Februarie 2020 nie as 'n wêreldwye krisis beskou is wat teen daardie tyd ontstaan het nie. Gevolglik sal COVID-19 vir finansiële jaareindes op of voor Februarie 2020 wêreldwyd as 'n nie-aanpassende gebeurlikheid na jaareinde beskou word. Daarom is die impak van die uitbreking van COVID-19 nie in die finansiële state se saldi en rekeninge op 29 Februarie 2020 verreken nie."""
DF196964,'[IFRS+ Financials.xlsx]Directors'!$D$131,"Except for the above, the director is not aware of any other material reportable event which occurred after the reporting date and up to the date of this report.","'=""Except for the above, the ""&LOWER(Director_board)&Director_is_are&"" not aware of any other material reportable event which occurred after the reporting date and up to the date of this report.""","Behalwe vir bogenoemde, is die direkteur nie bewus van enige ander wesenlike rapporteerbare gebeurtenis wat na die verslagdoeningdatum en tot op die datum van hierdie verslag plaasgevind het nie.","'=""Behalwe vir bogenoemde, is die ""&LOWER(Director_board)&Director_is_are&"" nie bewus van enige ander wesenlike rapporteerbare gebeurtenis wat na die verslagdoeningdatum en tot op die datum van hierdie verslag plaasgevind het nie."""
BA708CBB,'[IFRS+ Financials.xlsx]Directors'!$D$133,Source BJP Chartered Accountants,,Bron BJP Geoktrooieerde Rekenmeesters,"'""Bron BJP Geoktrooieerde Rekenmeesters""'"
FF64842D,'[IFRS+ Financials.xlsx]Directors'!$D$134,"Since 31 December 2019, the spread of the COVID-19 virus has severely impacted most economies around the globe. In many countries, businesses are being forced to cease or limit operations for long or indefinite periods of time. Measures taken to contain the spread of the virus, including travel bans, quarantines, social distancing and closures of non-essential services have triggered significant disruptions to businesses worldwide, resulting in an economic lockdown. Global stock markets have also experienced great volatility and a significant weakening. Government and the South African Reserve Bank have responded with monetary and fiscal interventions to stabilise economic conditions.",,"Sedert 31 Desember 2019 het die verspreiding van die COVID-19-virus die meeste ekonomieë wêreldwyd ernstig beïnvloed. In baie lande word ondernemings genoodsaak om bedrywighede vir lang of onbepaalde tydperke te staak of te beperk. Maatreëls wat ingestel is om die verspreiding van die virus te beheer, insluitend reisverbod, kwarantyne, sosiale afstand en die sluiting van nie-noodsaaklike dienste, het beduidende ontwrigting vir ondernemings wêreldwyd veroorsaak, wat gelei het tot ’n ekonomiese inperking. Wêreldaandelemarkte het ook groot wisselvalligheid en ’n beduidende verswakking beleef. Die regering en die Suid-Afrikaanse Reserwebank het met monetêre en fiskale ingrypings gereageer om ekonomiese toestande te stabiliseer.","'""Sedert 31 Desember 2019 het die verspreiding van die COVID-19-virus die meeste ekonomieë wêreldwyd ernstig beïnvloed. In baie lande word ondernemings genoodsaak om bedrywighede vir lang of onbepaalde tydperke te staak of te beperk. Maatreëls wat ingestel is om die verspreiding van die virus te beheer, insluitend reisverbod, kwarantyne, sosiale afstand en die sluiting van nie-noodsaaklike dienste, het beduidende ontwrigting vir ondernemings wêreldwyd veroorsaak, wat gelei het tot ’n ekonomiese inperking. Wêreldaandelemarkte het ook groot wisselvalligheid en ’n beduidende verswakking beleef. Die regering en die Suid-Afrikaanse Reserwebank het met monetêre en fiskale ingrypings gereageer om ekonomiese toestande te stabiliseer.""'"
