GUID,Cell Reference,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans
8C804CCC,'[IFRS+ Financials.xlsx]Directors'!$D$100,"The Minister of Finance announced on 23 February 2022 that the corporate tax rate will reduce from 28% to 27%. This will effectively be applied on years of assessment commencing on or after 1 April 2022 and will, therefore be applicable to the financial year ending 28 February 2024. No adjustment is required in the current year's financial statements.",,Die Minister van Finansies het op 23 Februarie 2022 aangekondig dat die maatskappybelastingkoers van 28% na 27% verlaag sal word. Dit sal effektief toegepas word op jare van beoordeling wat op of na 1 April 2022 begin en sal dus van toepassing wees op die finansiële jaar wat op 28 Februarie 2024 eindig. Geen aanpassing is in die huidige jaar se finansiële state benodig nie.,"'=""Die Minister van Finansies het op 23 Februarie 2022 aangekondig dat die maatskappybelastingkoers van 28% na 27% verlaag sal word. Dit sal effektief toegepas word op jare van beoordeling wat op of na 1 April 2022 begin en sal dus van toepassing wees op die finansiële jaar wat op 28 Februarie 2024 eindig. Geen aanpassing is in die huidige jaar se finansiële state benodig nie."""
F7CBD4BC,'[IFRS+ Financials.xlsx]Directors'!$D$102,Impact of COVID-19,,Invloed van COVID-19,"'=""Invloed van COVID-19"""
9A5C5747,'[IFRS+ Financials.xlsx]Directors'!$D$103,"The below examples have been sourced from various published results and suggestions provided by users of Draftworx. Each entity needs to individually assess the impact of COVID-19, and provide their own details of the potential and actual effect. These are all written for years ended 29 February 2020 and the conclusions regarding the treatment as a non-adjusting event analysed at that date. These are provided as examples only, and Draftworx in no way warrants their use to be comprehensive and applicable in any particular case.",,"Die onderstaande voorbeelde is afkomstig van verskeie gepubliseerde resultate en voorstelle wat deur Draftworx-gebruikers verskaf is. Elke entiteit moet individueel die impak van COVID-19 beoordeel en hul eie besonderhede van die potensiële en werklike effek verstrek. Al hierdie voorbeelde is opgestel vir jare wat op 29 Februarie 2020 geëindig het, en die gevolgtrekkings rakende die hantering as ’n nie-aanpassingsgebeurtenis is op daardie datum ontleed. Hierdie voorbeelde word slegs as illustrasies voorsien, en Draftworx waarborg geensins dat hul gebruik volledig of toepaslik is in enige spesifieke geval nie.","'=""Die onderstaande voorbeelde is afkomstig van verskeie gepubliseerde resultate en voorstelle wat deur Draftworx-gebruikers verskaf is. Elke entiteit moet individueel die impak van COVID-19 beoordeel en hul eie besonderhede van die potensiële en werklike effek verstrek. Al hierdie voorbeelde is opgestel vir jare wat op 29 Februarie 2020 geëindig het, en die gevolgtrekkings rakende die hantering as ’n nie-aanpassingsgebeurtenis is op daardie datum ontleed. Hierdie voorbeelde word slegs as illustrasies voorsien, en Draftworx waarborg geensins dat hul gebruik volledig of toepaslik is in enige spesifieke geval nie."""
ADC8B78B,'[IFRS+ Financials.xlsx]Directors'!$D$104,Source Adcorp Audited Consolidated Financial Statements for the year ended 29 February 2020,,Bron Adcorp Geauditeerde Gekonsolideerde Finansiële State vir die jaar geëindig 29 Februarie 2020,"'=""Bron Adcorp Geauditeerde Gekonsolideerde Finansiële State vir die jaar geëindig 29 Februarie 2020"""
AC55431C,'[IFRS+ Financials.xlsx]Directors'!$D$105,"COVID-19 existed globally at the reporting date. COVID-19 in itself is not an event; however, the National State of Emergency and Lockdown are events, which occurred after the reporting date as a result of COVID-19. It was concluded that the declaration of COVID-19 as a pandemic is such a non-adjusting event. The impact of COVID-19 on accounting standards that require the use of forward-looking information (expected credit losses and goodwill impairment) was assessed based on information available as at 29 February 2020.","'=""COVID-19 existed globally at the reporting date. COVID-19 in itself is not an event; however, the National State of Emergency and Lockdown are events, which occurred after the reporting date as a result of COVID-19. It was concluded ""&""that the declaration of COVID-19 as a pandemic is such a non-adjusting event. The impact of COVID-19 on accounting standards that require the use of forward-looking information (expected credit losses and goodwill ""&""impairment) was assessed based on information available as at 29 February 2020.""","COVID-19 het wêreldwyd op die verslagdoeningsdatum bestaan. COVID-19 op sigself is nie ’n gebeurtenis nie; egter, die Nasionale Rampstaat en Inperking is gebeurtenisse wat na die verslagdoeningsdatum plaasgevind het as gevolg van COVID-19. Daar is tot die gevolgtrekking gekom dat die verklaring van COVID-19 as ’n pandemie so ’n nie-aanpassende gebeurtenis is. Die impak van COVID-19 op rekeningkundige standaarde wat die gebruik van vooruitkykende inligting vereis (verwagte kredietverliese en waardevermindering van goodwill) is beoordeel op grond van inligting beskikbaar op 29 Februarie 2020.","'=""COVID-19 het wêreldwyd op die verslagdoeningsdatum bestaan. COVID-19 op sigself is nie ’n gebeurtenis nie; egter, die Nasionale Rampstaat en Inperking is gebeurtenisse wat na die verslagdoeningsdatum plaasgevind het as gevolg van COVID-19. Daar is tot die gevolgtrekking gekom dat die verklaring van COVID-19 as ’n pandemie so ’n nie-aanpassende gebeurtenis is. Die impak van COVID-19 op rekeningkundige standaarde wat die gebruik van vooruitkykende inligting vereis (verwagte kredietverliese en waardevermindering van goodwill) is beoordeel op grond van inligting beskikbaar op 29 Februarie 2020."""
6AC693DC,'[IFRS+ Financials.xlsx]Directors'!$D$107,"As the pandemic increases in both magnitude and duration, entities are experiencing conditions often associated with a general economic downturn, including, but not limited to, financial market volatility and erosion, deteriorating credit, liquidity concerns, further increases in government intervention, increasing unemployment, broad declines in consumer discretionary spending, increasing inventory levels, reductions in production because of decreased demand, layoffs and furloughs, and other restructuring activities. The continuation of these circumstances could result in an even broader economic downturn that could have a prolonged negative impact on an entity's financial results.","'=""As the pandemic increases in both magnitude and duration, entities are experiencing conditions often associated with a general economic downturn, including, but not limited to, financial market volatility and erosion, deteriorating ""&""credit, liquidity concerns, further increases in government intervention, increasing unemployment, broad declines in consumer discretionary spending, increasing inventory levels, reductions in production because of decreased ""&""demand, layoffs and furloughs, and other restructuring activities. The continuation of these circumstances could result in an even broader economic downturn that could have a prolonged negative impact on an entity's financial results.""","Soos die pandemie in beide omvang en duur toeneem, ondervind entiteite toestande wat dikwels met ’n algemene ekonomiese agteruitgang geassosieer word, insluitend, maar nie beperk nie tot, wisselvalligheid en erosie van finansiële markte, verswakkende krediet, likiditeitsbekommernisse, verdere stygings in regeringsingryping, toenemende werkloosheid, wye afnames in verbruikersbesteding op diskresionêre artikels, toenemende voorraadvlakke, vermindering in produksie as gevolg van afgeneemde vraag, afdankings en tydelike werksverlore, sowel as ander herstruktureringsaktiwiteite. Die voortduring van hierdie omstandighede kan lei tot ’n selfs wyer ekonomiese agteruitgang wat ’n langdurige negatiewe impak op ’n entiteit se finansiële resultate kan hê.","'=""Soos die pandemie in beide omvang en duur toeneem, ondervind entiteite toestande wat dikwels met ’n algemene ekonomiese agteruitgang geassosieer word, insluitend, maar nie beperk nie tot, wisselvalligheid en erosie van finansiële markte, verswakkende ""&""krediet, likiditeitsbekommernisse, verdere stygings in regeringsingryping, toenemende werkloosheid, wye afnames in verbruikersbesteding op diskresionêre artikels, toenemende voorraadvlakke, vermindering in produksie as gevolg van afgeneemde ""&""vraag, afdankings en tydelike werksverlore, sowel as ander herstruktureringsaktiwiteite. Die voortduring van hierdie omstandighede kan lei tot ’n selfs wyer ekonomiese agteruitgang wat ’n langdurige negatiewe impak op ’n entiteit se finansiële resultate kan hê."""
A8C448A3,'[IFRS+ Financials.xlsx]Directors'!$D$109,"Management has considered the potential impacts on the company by taking a number of factors into consideration, including the macro-economic impact as well as the future revenue of the company. Consideration was given to the cost structure of the company and restructuring activities have commenced in order to decrease the cost base. The company forecasts were stress tested. Further detail around the three scenarios management investigated can be found in note 0.","'=""Management has considered the potential impacts on the ""&GroupEntityCase&"" by taking a number of factors into consideration, including the macro-economic impact as well as the future revenue of the ""&GroupEntityCase&"". Consideration was given to the cost structure of the ""&GroupEntityCase&"" and restructuring activities have commenced in order to decrease the cost base. The ""&GroupEntityCase&"" forecasts were stress tested. Further detail around the three scenarios management investigated can be found in note ""&IFERROR(INT(Note_Num_EventsAfterReportingDate),""X"")&"".""","Bestuur het die moontlike impakte op die maatskappy oorweeg deur verskeie faktore in ag te neem, insluitend die makro-ekonomiese impak asook die toekomstige inkomste van die maatskappy. Daar is aandag geskenk aan die kostestruktuur van die maatskappy en herstruktureringsaktiwiteite is begin om die kostebasis te verlaag. Die maatskappy se voorspellings is aan stres-toetse onderwerp. Verdere besonderhede oor die drie scenario's wat deur bestuur ondersoek is, kan in nota 0 gevind word.","'=""Bestuur het die moontlike impakte op die ""&GroupEntityCase&"" oorweeg deur verskeie faktore in ag te neem, insluitend die makro-ekonomiese impak asook die toekomstige inkomste van die ""&GroupEntityCase&"". Daar is aandag geskenk aan die kostestruktuur van die ""&GroupEntityCase&"" en herstruktureringsaktiwiteite is begin om die kostebasis te verlaag. Die ""&GroupEntityCase&"" se voorspellings is aan stres-toetse onderwerp. Verdere besonderhede oor die drie scenario's wat deur bestuur ondersoek is, kan in nota ""&IFERROR(INT(Note_Num_EventsAfterReportingDate),""X"")&"" gevind word."""
6BEBB99B,'[IFRS+ Financials.xlsx]Directors'!$D$111,"Government intervention appears to be slowing the spread of COVID-19 at different speeds in different countries. The severity will be influenced by the lockdown period and the easing thereof. It is anticipated that the COVID-19 pandemic may have a substantial impact on revenue countered by material reduction in expenses and therefore the residual impact on profitability for the year ending 28 February 2021 is not expected to be significant. It is, however, not possible to make an accurate estimate of its full financial effect for the year ahead as the virus's infection rate and impact on macro-economic conditions is uncertain.",,"Regeringsingryping blyk die verspreiding van COVID-19 teen verskillende tempo’s in verskillende lande te vertraag. Die erns daarvan sal beïnvloed word deur die inperkingstydperk en die verligting daarvan. Daar word verwag dat die COVID-19-pandemie ’n beduidende impak op inkomste mag hê, wat teengestaan word deur ’n wesenlike verlaging in uitgawes, en daarom word daar nie verwag dat die oorblywende impak op winsgewendheid vir die jaar eindigend 28 Februarie 2021 beduidend sal wees nie. Dit is egter nie moontlik om ’n akkurate skatting van die volle finansiële impak vir die komende jaar te maak nie, aangesien die virus se infeksietempo en impak op makro-ekonomiese toestande onseker is.","'""Regeringsingryping blyk die verspreiding van COVID-19 teen verskillende tempo’s in verskillende lande te vertraag. Die erns daarvan sal beïnvloed word deur die inperkingstydperk en die verligting daarvan. Daar word verwag dat die COVID-19-pandemie ’n beduidende impak op inkomste mag hê, wat teengestaan word deur ’n wesenlike verlaging in uitgawes, en daarom word daar nie verwag dat die oorblywende impak op winsgewendheid vir die jaar eindigend 28 Februarie 2021 beduidend sal wees nie. Dit is egter nie moontlik om ’n akkurate skatting van die volle finansiële impak vir die komende jaar te maak nie, aangesien die virus se infeksietempo en impak op makro-ekonomiese toestande onseker is."""
BE5CB8C2,'[IFRS+ Financials.xlsx]Directors'!$D$113,Source Equities Property Fund Limited Summary Consolidated Financial Statements for the year ended 29 February 2020,,Source Equities Property Fund Limited Opsomming Gekonsolideerde Finansiële State vir die jaar geëindig 29 Februarie 2020,"'""Source Equities Property Fund Limited Opsomming Gekonsolideerde Finansiële State vir die jaar geëindig 29 Februarie 2020""'"
6C416FCE,'[IFRS+ Financials.xlsx]Directors'!$D$114,"On 11 March 2020, the World Health Organisation (“WHO”) declared COVID-19 a pandemic. Since the outbreak of COVID-19, prices of risk assets have fallen sharply. Equity markets have endured declines of 30% or more at the trough and credit spreads have widened, most notably for sub-investment grade covenants. While the extent of the impact of these measures is not yet fully understood, it is clear from data releases over the past month that the economic damage caused will surpass that suffered after the global financial crisis of 2007-2009.",,"Op 11 Maart 2020 het die Wêreldgesondheidsorganisasie (“WGO”) COVID-19 as ’n pandemie verklaar. Sedert die uitbreek van COVID-19 het pryse van risiko-bates skerp gedaal. Aandelemarkte het dalings van 30% of meer by hul laagtepunt beleef en kredietverspreidings het verbreed, veral vir onderbeleggingsgraad-verbintenisse. Alhoewel die volle omvang van die impak van hierdie maatreëls nog nie volledig verstaan word nie, blyk dit duidelik uit die data wat oor die afgelope maand vrygestel is dat die ekonomiese skade wat veroorsaak is, die van ná die wêreldwye finansiële krisis van 2007-2009 sal oortref.","'=""Op 11 Maart 2020 het die Wêreldgesondheidsorganisasie (“WGO”) COVID-19 as ’n pandemie verklaar. Sedert die uitbreek van COVID-19 het pryse van risiko-bates skerp gedaal. Aandelemarkte het dalings van 30% of meer by hul laagtepunt beleef en kredietverspreidings het verbreed, veral vir onderbeleggingsgraad-verbintenisse. Alhoewel die volle omvang van die impak van hierdie maatreëls nog nie volledig verstaan word nie, blyk dit duidelik uit die data wat oor die afgelope maand vrygestel is dat die ekonomiese skade wat veroorsaak is, die van ná die wêreldwye finansiële krisis van 2007-2009 sal oortref."""
F292BCC1,'[IFRS+ Financials.xlsx]Directors'!$D$116,"Most economic forecasts made for 2020 (as it relates to real GDP growth, inflation expectations and unemployment rates) before the onset of COVID-19 have been shattered and while it is challenging to accurately estimate the impact of the virus, the need remains urgent. In SA, the SARB forecasts a 6.1% contraction in 2020 compared to the 0.2% contraction expected at the beginning of April. GDP is then expected to grow by 2.2% in 2021 and by 2.7% in 2022. In the UK, growth forecasts have been revised to reflect a 6.5% contraction for 2020. The IMF predicts that the crisis would have a sharp impact on the country's growth but expects a rapid recovery with growth of 4.0% forecast in 2021.",,"Meeste ekonomiese voorspellings wat vir 2020 gemaak is (met betrekking tot werklike BBP-groei, inflasieverwagtinge en werkloosheidsyfers) voor die aanvang van COVID-19 is verpletter, en alhoewel dit uitdagend is om die impak van die virus akkuraat te beraam, bly die behoefte dringend. In Suid-Afrika voorspel die SARB 'n kontraksie van 6.1% in 2020, teenoor die 0.2% kontraksie wat aan die begin van April verwag is. Daar word verwag dat BBP in 2021 met 2.2% en in 2022 met 2.7% sal groei. In die VK is groeivoorspellings hersien om 'n 6.5% kontraksie vir 2020 weer te gee. Die IMF voorspel dat die krisis 'n ernstige impak op die land se groei sal hê, maar verwag 'n vinnige herstel met 'n verwagte groei van 4.0% in 2021.","' ""Meeste ekonomiese voorspellings wat vir 2020 gemaak is (met betrekking tot werklike BBP-groei, inflasieverwagtinge en werkloosheidsyfers) voor die aanvang van COVID-19 is verpletter, en alhoewel dit uitdagend is om die impak van die virus akkuraat te beraam, bly die behoefte dringend. In Suid-Afrika voorspel die SARB 'n kontraksie van 6.1% in 2020, teenoor die 0.2% kontraksie wat aan die begin van April verwag is. Daar word verwag dat BBP in 2021 met 2.2% en in 2022 met 2.7% sal groei. In die VK is groeivoorspellings hersien om 'n 6.5% kontraksie vir 2020 weer te gee. Die IMF voorspel dat die krisis 'n ernstige impak op die land se groei sal hê, maar verwag 'n vinnige herstel met 'n verwagte groei van 4.0% in 2021."""
D95BD3E1,'[IFRS+ Financials.xlsx]Directors'!$D$118,"While it is still too early to quantify the full impact, if any, of COVID-19 on our core portfolio, we have evaluated the impact on both SA and the UK on rental collections since year-end and tenants' ability to remain operational during this period.",,"Alhoewel dit nog te vroeg is om die volle impak, indien enige, van COVID-19 op ons kernportefeulje te kwantifiseer, het ons die impak op beide SA en die VK ten opsigte van huurinbetalings sedert jaareinde, en die vermoë van huurders om gedurende hierdie tydperk operasioneel te bly, geëvalueer.","'Alhoewel dit nog te vroeg is om die volle impak, indien enige, van COVID-19 op ons kernportefeulje te kwantifiseer, het ons die impak op beide SA en die VK ten opsigte van huurinbetalings sedert jaareinde, en die vermoë van huurders om gedurende hierdie tydperk operasioneel te bly, geëvalueer."
C46E9593,'[IFRS+ Financials.xlsx]Directors'!$D$120,Provided,,Verskaf,"'=""Verskaf"""
2C026761,'[IFRS+ Financials.xlsx]Directors'!$D$121,"The company notes the recent announcement made by President Cyril Ramaphosa on Monday, 23 March 2020 during which it was announced that the South African Government will be implementing a 21-day nation-wide lockdown with effect from midnight on Thursday, 26 March 2020 until midnight on Thursday, 16 April 2020 to curb the spread of COVID-19, which was subsequently extended to 30 April 2020. Subsequent to the national lockdown being lifted government has implemented a risk based approach strategy to curb the spread of the COVID-19 Pandemic. The strategy included a gradual re-opening of the economy by classifying certain economic activities under different risk levels. On the 1st of May 2020 the national lockdown was decreased from level 5 to level 4 and on the 24th of May 2020, the President announced that as of the 1st June 2020 the risk level would decrease to level 3 in certain areas.","'=""The ""&GroupEntityCase&"" notes the recent announcement made by President Cyril Ramaphosa on Monday, 23 March 2020 during which it was announced that the South African Government will be implementing a 21-day ""&""nation-wide lockdown with effect from midnight on Thursday, 26 March 2020 until midnight on Thursday, 16 April 2020 to curb the spread of COVID-19, which was subsequently extended to 30 April 2020. Subsequent to the national ""&""lockdown being lifted government has implemented a risk based approach strategy to curb the spread of the COVID-19 Pandemic. The strategy included a gradual re-opening of the economy by classifying certain economic ""&""activities under different risk levels. On the 1st of May 2020 the national lockdown was decreased from level 5 to level 4 and on the 24th of May 2020, the President announced that as of the 1st June 2020 the risk level would ""&""decrease to level 3 in certain areas.""","Die maatskappy neem kennis van die onlangse aankondiging gemaak deur President Cyril Ramaphosa op Maandag, 23 Maart 2020, waartydens aangekondig is dat die Suid-Afrikaanse Regering ’n nasionale inperking van 21 dae sal implementeer met ingang middernag op Donderdag, 26 Maart 2020 tot middernag op Donderdag, 16 April 2020 ten einde die verspreiding van COVID-19 te beperk, wat vervolgens tot 30 April 2020 verleng is. Nadat die nasionale inperking opgehef is, het die regering ’n risikogebaseerde benaderingstrategie geïmplementeer om die verspreiding van die COVID-19-pandemie te beperk. Die strategie het ’n geleidelike heropening van die ekonomie ingesluit deur sekere ekonomiese aktiwiteite onder verskillende risikovlakke te klassifiseer. Op 1 Mei 2020 is die nasionale inperking vanaf vlak 5 na vlak 4 verlaag en op 24 Mei 2020 het die President aangekondig dat die risikovlak vanaf 1 Junie 2020 na vlak 3 in sekere gebiede verlaag sou word.","'=""Die ""&GroupEntityCase&"" neem kennis van die onlangse aankondiging gemaak deur President Cyril Ramaphosa op Maandag, 23 Maart 2020, waartydens aangekondig is dat die Suid-Afrikaanse Regering ’n nasionale inperking van 21 dae sal implementeer met ingang middernag op Donderdag, 26 Maart 2020 tot middernag op Donderdag, 16 April 2020 ten einde die verspreiding van COVID-19 te beperk, wat vervolgens tot 30 April 2020 verleng is. Nadat die nasionale inperking opgehef is, het die regering ’n risikogebaseerde benaderingstrategie geïmplementeer om die verspreiding van die COVID-19-pandemie te beperk. Die strategie het ’n geleidelike heropening van die ekonomie ingesluit deur sekere ekonomiese aktiwiteite onder verskillende risikovlakke te klassifiseer. Op 1 Mei 2020 is die nasionale inperking vanaf vlak 5 na vlak 4 verlaag en op 24 Mei 2020 het die President aangekondig dat die risikovlak vanaf 1 Junie 2020 na vlak 3 in sekere gebiede verlaag sou word."""
EF658F3F,'[IFRS+ Financials.xlsx]Directors'!$D$123,The company is committed to contributing to the prevention of the spread of COVID-19 and will comply fully with the measures announced by the South African Government.,"'=""The ""&GroupEntityCase&"" is committed to contributing to the prevention of the spread of COVID-19 and will comply fully with the measures announced by the South African Government.""",Die maatskappy verbind hom daartoe om by te dra tot die voorkoming van die verspreiding van COVID-19 en sal volledig voldoen aan die maatreëls wat deur die Suid-Afrikaanse Regering aangekondig is.,"'=""Die ""&GroupEntityCase&"" verbind hom daartoe om by te dra tot die voorkoming van die verspreiding van COVID-19 en sal volledig voldoen aan die maatreëls wat deur die Suid-Afrikaanse Regering aangekondig is."""
EAF7D114,'[IFRS+ Financials.xlsx]Directors'!$D$125,"The company has assessed the impact of COVID-19 on the annual financial statements and considered the potential impact on the business. While it is envisaged that there may be a negative impact on the performance of the company over the remainder of the financial year, the full impact of COVID-19 cannot be reasonably estimated at this time. The full impact of the COVID-19 outbreak continues to evolve at the date of this report.","'=""The ""&GroupEntityCase&"" has assessed the impact of COVID-19 on the ""&LOWER(AFS_Name)&"" and considered the potential impact on the business. While it is envisaged that there may be a negative impact on the performance of the ""&EntityDescriptionCase&"" over the remainder of the financial year, the full impact of COVID-19 cannot be reasonably estimated at this time. The full impact of the COVID-19 outbreak continues to evolve at the date of this report.""","Die maatskappy het die impak van COVID-19 op die jaarlikse finansiële state beoordeel en die moontlike impak op die besigheid oorweeg. Terwyl daar voorsien word dat daar ’n negatiewe impak op die prestasie van die maatskappy oor die res van die finansiële jaar mag wees, kan die volle impak van COVID-19 tans nie redelik geskat word nie. Die volle impak van die COVID-19-uitbraak bly op die datum van hierdie verslag ontwikkel.","'=""Die ""&GroupEntityCase&"" het die impak van COVID-19 op die ""&LOWER(AFS_Name)&"" beoordeel en die moontlike impak op die besigheid oorweeg. Terwyl daar voorsien word dat daar ’n negatiewe impak op die prestasie van die ""&EntityDescriptionCase&"" oor die res van die finansiële jaar mag wees, kan die volle impak van COVID-19 tans nie redelik geskat word nie. Die volle impak van die COVID-19-uitbraak bly op die datum van hierdie verslag ontwikkel."""
6C7FFBD3,'[IFRS+ Financials.xlsx]Directors'!$D$127,"Management will continue to assess the financial impact of COVID-19 and its impact on the company's financial condition, liquidity, operations, suppliers, industry and workforce, while placing the health and safety of employees first.","'=""Management will continue to assess the financial impact of COVID-19 and its impact on the ""&GroupEntityCaseAp&"" financial condition, liquidity, operations, suppliers, industry and workforce, while placing the health and safety of employees first.""","Bestuur sal voortgaan om die finansiële impak van COVID-19, asook die impak daarvan op die maatskappy se finansiële toestand, likiditeit, bedrywighede, verskaffers, bedryf en arbeidsmag te evalueer, terwyl die gesondheid en veiligheid van werknemers eerste gestel word.","'=""Bestuur sal voortgaan om die finansiële impak van COVID-19, asook die impak daarvan op die ""&GroupEntityCaseAp&"" se finansiële toestand, likiditeit, bedrywighede, verskaffers, bedryf en arbeidsmag te evalueer, terwyl die gesondheid en veiligheid van werknemers eerste gestel word."""
2D8EAD19,'[IFRS+ Financials.xlsx]Directors'!$D$129,"It is generally accepted that, prior to 29 February 2020, COVID-19 was not considered as a global crisis that had emerged at that point. Consequently, for February 2020 year ends and earlier, COVID-19 will be regarded globally as a non-adjusting subsequent event. Therefore, the impact of the COVID-19 outbreak is not factored into the financial statement balances and accounts as at 29 February 2020.",,"Dit word algemeen aanvaar dat COVID-19, voor 29 Februarie 2020, nie as ’n wêreldwye krisis beskou is wat teen daardie tyd ontstaan het nie. Gevolglik sal COVID-19 vir jaareindes in Februarie 2020 en vroeër wêreldwyd as ’n nie-aanpassingsgebeurtenis na die verslagdoeningsperiode beskou word. Die impak van die uitbreking van COVID-19 is dus nie in die finansiële state se balanse en rekeninge tot en met 29 Februarie 2020 inbereken nie.","'=""Dit word algemeen aanvaar dat COVID-19, voor 29 Februarie 2020, nie as ’n wêreldwye krisis beskou is wat teen daardie tyd ontstaan het nie. Gevolglik sal COVID-19 vir jaareindes in Februarie 2020 en vroeër wêreldwyd as ’n nie-aanpassingsgebeurtenis na die verslagdoeningsperiode beskou word. Die impak van die uitbreking van COVID-19 is dus nie in die finansiële state se balanse en rekeninge tot en met 29 Februarie 2020 inbereken nie."""
DF196964,'[IFRS+ Financials.xlsx]Directors'!$D$131,"Except for the above, the director is not aware of any other material reportable event which occurred after the reporting date and up to the date of this report.","'=""Except for the above, the ""&LOWER(Director_board)&Director_is_are&"" not aware of any other material reportable event which occurred after the reporting date and up to the date of this report.""","Behalwe vir bogenoemde, is die direkteur nie bewus van enige ander wesenlike rapporteerbare gebeurtenis wat ná die verslagdoeningdatum en tot op die datum van hierdie verslag plaasgevind het nie.","'=""Behalwe vir bogenoemde, is die ""&LOWER(Director_board)&Director_is_are&"" nie bewus van enige ander wesenlike rapporteerbare gebeurtenis wat ná die verslagdoeningdatum en tot op die datum van hierdie verslag plaasgevind het nie."""
BA708CBB,'[IFRS+ Financials.xlsx]Directors'!$D$133,Source BJP Chartered Accountants,,Bron: BJP Geoktrooieerde Rekenmeesters,"'=""Bron: BJP Geoktrooieerde Rekenmeesters"""
FF64842D,'[IFRS+ Financials.xlsx]Directors'!$D$134,"Since 31 December 2019, the spread of the COVID-19 virus has severely impacted most economies around the globe. In many countries, businesses are being forced to cease or limit operations for long or indefinite periods of time. Measures taken to contain the spread of the virus, including travel bans, quarantines, social distancing and closures of non-essential services have triggered significant disruptions to businesses worldwide, resulting in an economic lockdown. Global stock markets have also experienced great volatility and a significant weakening. Government and the South African Reserve Bank have responded with monetary and fiscal interventions to stabilise economic conditions.",,"Sedert 31 Desember 2019 het die verspreiding van die COVID-19-virus meeste ekonomieë wêreldwyd ernstig geraak. In baie lande word ondernemings verplig om bedrywighede vir lang of onbepaalde tydperke te staak of te beperk. Maatreëls wat ingestel is om die verspreiding van die virus te beperk, insluitend reisverbod, kwarantyn, maatskaplike afstand en die sluiting van nie-noodsaaklike dienste, het beduidende ontwrigting aan besighede wêreldwyd veroorsaak, wat in ’n ekonomiese inperking uitgeloop het. Wêreldwye aandelemarkte het ook groot wisselvalligheid en ’n beduidende verswakking ondervind. Die regering en die Suid-Afrikaanse Reserwebank het gereageer met monetêre en fiskale ingrypings om ekonomiese toestande te stabiliseer.","'""Sedert 31 Desember 2019 het die verspreiding van die COVID-19-virus meeste ekonomieë wêreldwyd ernstig geraak. In baie lande word ondernemings verplig om bedrywighede vir lang of onbepaalde tydperke te staak of te beperk. Maatreëls wat ingestel is om die verspreiding van die virus te beperk, insluitend reisverbod, kwarantyn, maatskaplike afstand en die sluiting van nie-noodsaaklike dienste, het beduidende ontwrigting aan besighede wêreldwyd veroorsaak, wat in ’n ekonomiese inperking uitgeloop het. Wêreldwye aandelemarkte het ook groot wisselvalligheid en ’n beduidende verswakking ondervind. Die regering en die Suid-Afrikaanse Reserwebank het gereageer met monetêre en fiskale ingrypings om ekonomiese toestande te stabiliseer.""'"
FFA1F91E,'[IFRS+ Financials.xlsx]Directors'!$D$136,"The director has  determined that these events are non-adjusting events. Accordingly, the financial position and results of operations for the year ended 29 February 2020 have not been adjusted to reflect the impact. The duration and impact of the COVID-19 pandemic, as well the effectiveness of Government and The South African Reserve Bank responses, remain unclear at this time. It is not possible to reliably estimate the duration and severity of these consequences, as well as their impact on the financial performance and financial position of the company for future periods. The director is not aware of any other material event which occurred after the reporting date and up to the date of this report.","'=""The ""&LOWER(Director_board)&Director_has_have&""  determined that these events are non-adjusting events. Accordingly, the financial position and results of operations for ""&""the year ended 29 February 2020 have not been adjusted to reflect the impact. The duration and impact of the COVID-19 pandemic, as well the effectiveness of Government and The South African Reserve Bank responses, remain ""&""unclear at this time. It is not possible to reliably estimate the duration and severity of these consequences, as well as their impact on the financial performance and financial position of the ""&GroupEntityCase&"" for future periods. The ""&LOWER(Director_board)&Director_is_are&"" not aware of any other material event which occurred after the reporting date and up to the date of this report.""","Die direkteur het bepaal dat hierdie gebeurtenisse nie-aanpassingsgebeurtenisse is. Gevolglik is die finansiële posisie en bedryfsresultate vir die jaar geëindig 29 Februarie 2020 nie aangepas om die impak te weerspieël nie. Die duur en impak van die COVID-19-pandemie, asook die doeltreffendheid van die Regering en die Suid-Afrikaanse Reserwebank se reaksies, bly tans onseker. Dit is nie moontlik om betroubaar die duur en erns van hierdie gevolge, asook hul impak op die toekomstige finansiële prestasie en finansiële posisie van die maatskappy te skat nie. Die direkteur is nie bewus van enige ander wesenlike gebeurtenis wat na die verslagdoeningsdatum en tot op die datum van hierdie verslag plaasgevind het nie.","'=""Die ""&LOWER(Director_board)&Director_has_have&"" bepaal dat hierdie gebeurtenisse nie-aanpassingsgebeurtenisse is. Gevolglik is die finansiële posisie en bedryfsresultate vir die jaar geëindig 29 Februarie 2020 nie aangepas om die impak te weerspieël nie. Die duur en impak van die COVID-19-pandemie, asook die doeltreffendheid van die Regering en die Suid-Afrikaanse Reserwebank se reaksies, bly tans onseker. Dit is nie moontlik om betroubaar die duur en erns van hierdie gevolge, asook hul impak op die toekomstige finansiële prestasie en finansiële posisie van die ""&GroupEntityCase&"" te skat nie. Die ""&LOWER(Director_board)&Director_is_are&"" nie bewus van enige ander wesenlike gebeurtenis wat na die verslagdoeningsdatum en tot op die datum van hierdie verslag plaasgevind het nie."""
D9617260,'[IFRS+ Financials.xlsx]Directors'!$D$138,Director's interest in contracts,"'=Director_Ap&"" interest in contracts""",Belang van die direkteur by kontrakte,"'=Director_Ap&"" belang by kontrakte"""
