Type,Valid,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans,GUID,Sheet,Column
A99759423,2,No changes were made to the issued capital during the year under review.,"=""No changes were made to the ""&LOWER(CapitalNaming)&"" during the ""&Period_Year&"" under review.""",,,A9975942,Directors,3
4B6B87FA3,2,During the current financial year RX was contributed to the trust.,"=""During the current financial ""&Period_Year&"" ""&CurrencySymbolRoundingBrackets&""X was contributed to the trust.""",,,4B6B87FA,Directors,3
FE4480083,2,"In terms of the Trust Deed of the maatskapy, the direkteur may exercise all the powers of the maatskapy to borrow money, as they consider appropriate.","=""In terms of the Trust Deed of the ""&EntityDescriptionCase&"", the ""&LOWER(Director_board)&"" may exercise all the powers of the ""&EntityDescriptionCase&"" to borrow money, as ""&DGender_they&DGender_consider_s&"" appropriate.""",,,FE448008,Directors,3
CB7705833,2,Trust capital,"=""Trust capital""&IF(COUNTIF(TBLink,""q.200.000"")>0,"" and retained earnings"","""")",,,CB770583,AccPolicies,3
DD7DC5283,2,"All funds of a capital nature received by the trust are accounted for directly to the Trust Capital account. This includes the original donation received by the direkteur to establish the trust, as well as all donations received by the direkteur since the trust's inception. This excludes capital gains and losses realised by the trust in the normal course of its business activities. Trust capital is reduced by any capital distributed by the direkteur to any capital beneficiary.","=""All funds of a capital nature received by the trust are accounted for directly to the Trust Capital account. This includes the original donation received by the ""&LOWER(Director_board)&"" to establish the trust, as well as all donations received by the ""&LOWER(Director_board)&"" since ""&""the trust's inception. This excludes capital gains and losses realised by the trust in the normal course of its business activities. Trust capital is reduced by any capital distributed by the ""&LOWER(Director_board)&"" to any capital beneficiary.""",,,DD7DC528,AccPolicies,3
8E079B783,2,"IMPACT OF COVID-19

PLEASE NOTE THAT INCLUDING ONLY THIS PARAGRAPH MAY NOT BE SUFFICIENT TO COMPLY WITH THE STANDARDS. PLEASE REFER TO THE MATERIAL IN THE COVID-19 TAB WHICH IS AVAILABLE WHEN OPENING A CLIENT. PLEASE ENSURE RELEVANT DISCLOSURE IS INCLUDED IN EACH NOTE WHICH IS REFERRED TO BELOW

We draw attention to Note xxx in the financial statements, which indicates that ABC Proprietary Limited incurred a net loss of xxx during the year ended 30 June 20X1; and as of that date, ABC Proprietary Limited's current liabilities exceeded its total assets by xxx. As stated in Note xxx, COVID-19 affects ABC Proprietary Limited and this may result in certain material uncertainties for the future financial position, performance and cashflows of ABC Proprietary Limited. [Describe the indicators and circumstances relevant to the entity]. These events or conditions indicate that a material uncertainty exists that may cast significant doubt on ABC Proprietary Limited's ability to continue as a going concern. Our opinion is not modified in respect of this matter.

or

We draw attention to Note xxx in the financial statements, which indicates how COVID-19 has affected ABC Proprietary Limited to date, and results in certain material uncertainties related to the future financial position, performance and cash flows of ABC Proprietary Limited. These events or conditions indicate that a material uncertainty exists that may cast significant doubt on ABC Proprietary Limited's ability to continue as a going concern. [Describe the indicators and circumstances relevant to the entity]. Our opinion is not modified in respect of this matter.","IMPACT OF COVID-19

PLEASE NOTE THAT INCLUDING ONLY THIS PARAGRAPH MAY NOT BE SUFFICIENT TO COMPLY WITH THE STANDARDS. PLEASE REFER TO THE MATERIAL IN THE COVID-19 TAB WHICH IS AVAILABLE WHEN OPENING A CLIENT. PLEASE ENSURE RELEVANT DISCLOSURE IS INCLUDED IN EACH NOTE WHICH IS REFERRED TO BELOW

We draw attention to Note xxx in the financial statements, which indicates that ABC Proprietary Limited incurred a net loss of xxx during the year ended 30 June 20X1; and as of that date, ABC Proprietary Limited's current liabilities exceeded its total assets by xxx. As stated in Note xxx, COVID-19 affects ABC Proprietary Limited and this may result in certain material uncertainties for the future financial position, performance and cashflows of ABC Proprietary Limited. [Describe the indicators and circumstances relevant to the entity]. These events or conditions indicate that a material uncertainty exists that may cast significant doubt on ABC Proprietary Limited's ability to continue as a going concern. Our opinion is not modified in respect of this matter.

or

We draw attention to Note xxx in the financial statements, which indicates how COVID-19 has affected ABC Proprietary Limited to date, and results in certain material uncertainties related to the future financial position, performance and cash flows of ABC Proprietary Limited. These events or conditions indicate that a material uncertainty exists that may cast significant doubt on ABC Proprietary Limited's ability to continue as a going concern. [Describe the indicators and circumstances relevant to the entity]. Our opinion is not modified in respect of this matter.",,,8E079B78,ReportAudit,3
F505DEA73,2,"Note: The date and address alignment can be changed in client setup.
Current setting: Date and address on the right and aligned to the left","Note: The date and address alignment can be changed in client setup.
Current setting: Date and address on the right and aligned to the left",,,F505DEA7,ReportAudit,3
4C15E6E33,2,"Note: The date and address alignment can be changed in client setup.
Current setting: Date and address on the right and aligned to the right","Note: The date and address alignment can be changed in client setup.
Current setting: Date and address on the right and aligned to the right",,,4C15E6E3,ReportAudit,3
5C4778973,2,"Note: The date and address alignment can be changed in client setup.
Current setting: Date and address on the bottom and aligned to the left","Note: The date and address alignment can be changed in client setup.
Current setting: Date and address on the bottom and aligned to the left",,,5C477897,ReportAudit,3
310309B93,2,"This report is set out in terms of the Close Corporations Act Irrespective of the nature of the entity being reported on, the term ""Accounting Officer"" and the duties of the ""Accounting Officer"" are only defined in the CC Act. The references to the CC Act are therefore intentional and appropriate even if the entity being reported on is not a CC. Therefore this report is only suitable for Close Corporations or entities who have specifically required that a report be completed in accordance with the role and duty of the Accounting Officer as defined in the CC Act, and in accordance with the relevant sections of the Close Corporations Act only for Annual Financial Statements. This report is not suitable for any management accounts or financial statement compilations unless all the duties of an accounting officer in terms of the CC Act are agreed to with the client, and strictly adhered to. Many founding statements make ambiguous use of the term accounting officer without actually intending for the accounting officer role to be as per the CC Act, it is therefore important to ensure that this report is only being used when it is actually required.","This report is set out in terms of the Close Corporations Act Irrespective of the nature of the entity being reported on, the term ""Accounting Officer"" and the duties of the ""Accounting Officer"" are only defined in the CC Act. The references to the CC Act are therefore intentional and appropriate even if the entity being reported on is not a CC. Therefore this report is only suitable for Close Corporations or entities who have specifically required that a report be completed in accordance with the role and duty of the Accounting Officer as defined in the CC Act, and in accordance with the relevant sections of the Close Corporations Act only for Annual Financial Statements. This report is not suitable for any management accounts or financial statement compilations unless all the duties of an accounting officer in terms of the CC Act are agreed to with the client, and strictly adhered to. Many founding statements make ambiguous use of the term accounting officer without actually intending for the accounting officer role to be as per the CC Act, it is therefore important to ensure that this report is only being used when it is actually required.",,,310309B9,ReportOfficer,3
7CC0FCF43,2,"In order to insert the accounting policies in the notes, please run the ""Add more link numbers"" in the template tools ribbon, and select the option to ""Insert accounting policies onto the notes"".","In order to insert the accounting policies in the notes, please run the ""Add more link numbers"" in the template tools ribbon, and select the option to ""Insert accounting policies onto the notes"".",,,7CC0FCF4,AccPolicies,3
1A143BFD3,2,"Source Famous Brands Group Annual Financial Statements for the year ended 29 February 2020
For illustrative purposes only","Source Famous Brands Group Annual Financial Statements for the year ended 29 February 2020
For illustrative purposes only",,,1A143BFD,AccPolicies,3
E9D8782D3,2,"Source Adcorp Audited Consolidated Financial Statements for the year ended 29 February 2020
For illustrative purposes only","Source Adcorp Audited Consolidated Financial Statements for the year ended 29 February 2020
For illustrative purposes only",,,E9D8782D,AccPolicies,3
E60D10303,2,"If this sheet is N/A please click on the ""Content"" tab on the ribbon bar above & switch off by clicking on the sheet name.","If this sheet is N/A please click on the ""Content"" tab on the ribbon bar above & switch off by clicking on the sheet name.",,,E60D1030,Notes4,3
8C6812D43,2,"Receivables Turnover – Collection period
","Receivables Turnover – Collection period
",,,8C6812D4,Ratios,3
DB7A4B893,2,"Inventory Turnover = Cost of Goods Sold divide by Average Inventory
","Inventory Turnover = Cost of Goods Sold divide by Average Inventory
",,,DB7A4B89,Ratios,3
1EAD31993,2," Please note that this calculation does not cater for all possible variations of the tax calculation. It has been developed to closely aproximate the format and calculation method in the document ""INCOME FROM FARMING OPERATIONS (INCLUDING PARTNERSHIP FARMING OPERATIONS)"" publised by SARS and available at http://www.sars.gov.za/AllDocs/Documents/Livestockvalues/Live%20stock%20values.pdf (accessed 17 January 2018). Please adjust the calculation as necessary for the company. Due to the complex nature of the farming calculation, no attempt is made to determine any values for farming gross receipts, expenses, other deductions or the non-farming profit or loss from the trail balance. The reason for this is that it is impossible to ensure exact linking compliance with any proposed layout of this tax calculation. "," Please note that this calculation does not cater for all possible variations of the tax calculation. It has been developed to closely aproximate the format and calculation method in the document ""INCOME FROM FARMING OPERATIONS (INCLUDING PARTNERSHIP FARMING OPERATIONS)"" publised by SARS and available at http://www.sars.gov.za/AllDocs/Documents/Livestockvalues/Live%20stock%20values.pdf (accessed 17 January 2018). Please adjust the calculation as necessary for the company. Due to the complex nature of the farming calculation, no attempt is made to determine any values for farming gross receipts, expenses, other deductions or the non-farming profit or loss from the trail balance. The reason for this is that it is impossible to ensure exact linking compliance with any proposed layout of this tax calculation. ",,,1EAD3199,TaxCalc,3
5D7E20BC3,2,"[Mr AN Other (chairman)
B Com LLB
Appointed: 2009]","[Mr AN Other (chairman)
B Com LLB
Appointed: 2009]",,,5D7E20BC,Committee,3
6F5C0A763,2,"[Ms AC Member
BSc (Eng), MBA
Appointed: 2008]","[Ms AC Member
BSc (Eng), MBA
Appointed: 2008]",,,6F5C0A76,Committee,3
3B946B2C3,2,"[Mr B Member
Bcom, CA(SA)
Appointed: 2008]","[Mr B Member
Bcom, CA(SA)
Appointed: 2008]",,,3B946B2C,Committee,3
,, I,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" I"","" we"")",,,,,
,, am,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" am"","" are"")",,,,,
,,a direkteur,"'=IF(Director2<>"""",LOWER(ManagementDescriptionPlural),""a ""&LOWER(ManagementDescriptionSingular))",,,,,
,, myself,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2<>""""),"" ourselves"","" myself"")",,,,,
,, is,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" is"","" are"")",,,,,
,, acknowledges,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" acknowledges"","" acknowledge"")",,,,,
,, places,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" places"","" place"")",,,,,
,, sets,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" sets"","" set"")",,,,,
,, has,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" has"","" have"")",,,,,
,, believes,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" believes"","" believe"")",,,,,
,,.,"'=IF(AND(ReferenceBoard=1,BoardDescription<>""""),"" on its behalf by:"",IF(Director2<>"""",IF(Director3<>"""", "" on their behalf by:"","".""),"".""))",,,,,
,, reports,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" reports"","" report"")",,,,,
,, presents,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" presents"","" present"")",,,,,
,, my,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2<>""""),"" our"","" my"")",,,,,
,, draws,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" draws"","" draw"")",,,,,
,,I had no interest in any,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2<>""""), ""none of the ""&LOWER(ManagementDescriptionPlural)&"" had any interest in"", ""I had no interest in any"")",,,,,
,, was,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" was"","" were"")",,,,,
,, determines,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" determines"","" determine"")",,,,,
,, intends,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" intends"","" intend"")",,,,,
,,Direkteur se,"'=IF(AND(ReferenceBoard=1,BoardDescription<>""""),BoardDescription&IF(RIGHT(BoardDescription,1)=""s"",""'"",""'s""),IF(Director2="""",ManagementDescriptionSingularApostrophe,ManagementDescriptionPluralApostrophe))",,,,,
,,Direkteur,"'=IF(Director2<>"""",ManagementDescriptionPlural,ManagementDescriptionSingular)",,,,,
,, provides,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" provides"","" provide"")",,,,,
,, anticipates,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" anticipates"","" anticipate"")",,,,,
,,their,"'=IF(AND(ReferenceBoard=1,BoardDescription<>""""),""its"",IF(Director2<>"""", ""their"", IF(Director1Gender=""female"",""her"",IF(Director1Gender=""male"",""his"",""their""))))",,,,,
,,they,"'=IF(AND(ReferenceBoard=1,BoardDescription<>""""),""it"",IF(Director2<>"""", ""they"", IF(Director1Gender=""female"",""she"",IF(Director1Gender=""male"",""he"",""they""))))",,,,,
,, are,"'=IF(AND(ReferenceBoard=1,BoardDescription<>""""),"" is"",IF(Director2<>"""", "" are"", IF(OR(Director1Gender=""female"",Director1Gender=""male""),"" is"","" are"")))",,,,,
,, themself,"'=IF(AND(ReferenceBoard=1,BoardDescription<>""""),"" itself"",IF(Director2<>"""", "" themselves"", IF(Director1Gender=""female"","" herself"",IF(Director1Gender=""male"","" himself"","" themself""))))",,,,,
,, consider,"'=IF(AND(ReferenceBoard=1,BoardDescription<>""""),"" considers"",IF(Director2<>"""", "" consider"", IF(OR(Director1Gender=""female"",Director1Gender=""male""),"" considers"","" consider"")))",,,,,
,, have,"'=IF(AND(ReferenceBoard=1,BoardDescription<>""""),"" has"",IF(Director2<>"""", "" have"", IF(OR(Director1Gender=""female"",Director1Gender=""male""),"" has"","" have"")))",,,,,
,,them,"'=IF(AND(ReferenceBoard=1,BoardDescription<>""""),""it"",IF(Director2<>"""", ""them"", IF(Director1Gender=""female"",""her"",IF(Director1Gender=""male"",""him"",""them""))))",,,,,
,,They,"'=IF(AND(ReferenceBoard=1,BoardDescription<>""""),""It"",IF(Director2<>"""", ""They"", IF(Director1Gender=""female"",""She"",IF(Director1Gender=""male"",""He"",""They""))))",,,,,
,,Aandeelhouer,"'=IF(ShareHolder2<>"""",OwnerDescriptionPlural,OwnerDescriptionSingular)",,,,,
,, is,"'=IF(ShareHolder2<>"""","" are"","" is"")",,,,,
,,the equity aandeelhouer arises,"'=LOWER(IF(ShareHolder2<>"""",""equity ""&OwnerDescriptionPlural&"" arises"",""the equity ""&OwnerDescriptionSingular&"" arises""))",,,,,
,,their,"'=IF(ShareHolder2<>"""", ""their"", IF(Shareholder1Gender=""female"",""her"",IF(Shareholder1Gender=""male"",""his"",""their"")))",,,,,
,, interest,"'=IF(ShareHolder2<>"""", "" interests"","" interest"")",,,,,
,,financial year,"'=IF(AccountingPeriod<>12,AccountingPeriod&"" month financial period"",""financial year"")",,,,,
,,year,"'=IF(AccountingPeriod=12,""year"",AccountingPeriod&"" month period"")",,,,,
,,prior year,"'=IF(PreviousAccountingPeriod<>12,""previous ""&PreviousAccountingPeriod&"" month period"", ""prior year"")",,,,,
,,maatskapy,"'=IF(Consoli=1,IF(EXACT(LEFT(EntityDescriptionCase,1),UPPER(LEFT(EntityDescriptionCase,1))),""Group"",""group""),EntityDescriptionCase)",,,,,
,,maatskapy se,"'=IF(Consoli=1,IF(EXACT(LEFT(EntityDescriptionCase,1),UPPER(LEFT(EntityDescriptionCase,1))),""Group's"",""group's""),EntityDescriptionApCase)",,,,,
,,,"'=IF(Consoli=1,""Group""&LineBreak&"""","""")",,,,,
,,,"'=IF(Consoli=1,"" - Group"","""")",,,,,
,,,"'=IF(Consoli=1,""Group "","""")",,,,,
,,has,"'=IF(ReportingAs1=""We"",""have"",""has"")",,,,,
,,is,"'=IF(ReportingAs1=""We"",""are"",""is"")",,,,,
,,reviewer,"'=IF(ReportingAs1=""We"",""reviewers"",""reviewer"")",,,,,
,,compiler,"'=IF(ReportingAs1=""We"",""compilers"",""compiler"")",,,,,
,,auditor,"'=IF(ReportingAs1=""We"",""auditors"",""auditor"")",,,,,
,,reviewer and the independent reviewer's,"'=IF(ReportingAs1=""We"",""reviewers and their"",""reviewer and the independent reviewer's"")",,,,,
,,compiler and the compiler's,"'=IF(ReportingAs1=""We"",""compilers and their"",""compiler and the compiler's"")",,,,,
,,accounting officer and the accounting officer's,"'=IF(ReportingAs1=""We"",""accounting officers and their"",""accounting officer and the accounting officer's"")",,,,,
,,accounting officer,"'=IF(ReportingAs1=""We"",""accounting officers"",""accounting officer"")",,,,,
,,was,"'=IF(ReportingAs1=""We"",""were"",""was"")",,,,,
,,have,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""have"",""has"")",,,,,
,,are,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""are"",""is"")",,,,,
,,reviewers,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""reviewers"",""reviewer"")",,,,,
,,compilers,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""compilers"",""compiler"")",,,,,
,,auditors,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""auditors"",""auditor"")",,,,,
,,reviewers and their,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""reviewers and their"",""reviewer and the independent reviewer's"")",,,,,
,,compilers and their,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""compilers and their"",""compiler and the compiler's"")",,,,,
,,accounting officers and their,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""accounting officers and their"",""accounting officer and the accounting officer's"")",,,,,
,,accounting officers,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""accounting officers"",""accounting officer"")",,,,,
,,were,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""were"",""was"")",,,,,
,,auditor and the auditor's,"'=IF(ReportingAs1=""We"",""auditors and their"",""auditor and the auditor's"")",,,,,
,,auditors and their,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""auditors and their"",""auditor and the auditor's"")",,,,,
,,am,"'=IF(ReportingAs1=""We"",""are"",""am"")",,,,,
,,are,"'=IF(AdditionalProfessionalsReportingAs1=""We"",""are"",""am"")",,,,,
,,,"'=IF(Consoli=1,IF(EXACT(LEFT(EntityDescriptionCase,1),UPPER(LEFT(EntityDescriptionCase,1))),""Group and "",""group and ""),"""")",,,,,
,,,"'=IF(Consoli=1,""Consolidated ""&IF(ISERROR(FIND(""Consoli"",Framework)),"""",""and Separate ""),"""")",,,,,
,,,"'=IF(Consoli=1,IF(EXACT(LEFT(EntityDescriptionCase,1),UPPER(LEFT(EntityDescriptionCase,1))),"" and Group"","" and group""),"""")",,,,,
,,,"'=IF(Consoli=1,"" and its subsidiaries (the ""&IF(EXACT(LEFT(EntityDescriptionCase,1),UPPER(LEFT(EntityDescriptionCase,1))),""Group"",""group"")&"")"","""")",,,,,
,,,"'=IF(Consoli=1,""(the ""&IF(EXACT(LEFT(EntityDescriptionCase,1),UPPER(LEFT(EntityDescriptionCase,1))),""Group"",""group"")&IF(VALUE(DateOfSignature)<43631,"""","" and ""&EntityDescriptionCase)&"") "","""")",,,,,
,,Maatskapy,"'=IF(Consoli=1,""Group"",EntityDescription)",,,,,
,,year,"'=IF(PreviousAccountingPeriod=12,""year"",""period"")",,,,,
,, submits,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" submits"","" submit"")",,,,,
,, accepts,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" accepts"","" accept"")",,,,,
,, recommends,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" recommends"","" recommend"")",,,,,
,, does,"'=IF(OR(AND(ReferenceBoard=1,BoardDescription<>""""),Director2=""""),"" does"","" do"")",,,,,
,,the ,"'=IF(Director2<>"""","""",""the "")",,,,,
,, has,"'=IF(Consoli=1,"" have"","" has"")",,,,,
,, is,"'=IF(Consoli=1,"" are"","" is"")",,,,,
,,year,"'=IF(Prior2AccountingPeriod=12,""year"",""period"")",,,,,
,,year,"'=IF(Prior3AccountingPeriod=12,""year"",""period"")",,,,,
,,year,"'=IF(Prior4AccountingPeriod=12,""year"",""period"")",,,,,
,,loan,"'=IF(Director2<>"""",""loans"",""loan"")",,,,,
,,year,"'=IF(AccountingPeriod=12,""year"",""period"")",,,,,
,,28 February 2021,"'=IF(OverrideDates=1,TEXT(OverrideCY, ""d mmmm yyyy""),TEXT(YearEndDate,""d mmmm yyyy""))",,,,,
,,2021,"'=IF(OverrideDates=1,TEXT(OverrideCY,""d mmmm yyyy""),IF(ManagementAccounts=1,TEXT(YearEndDate,""d mmmm yyyy""),TEXT(YearEndDate,""yyyy"")))",,,,,
,,2020,"'=IF(OverrideDates=1,TEXT(OverridePY,""d mmmm yyyy""),IF(ManagementAccounts=1,TEXT(PriorYearEndDate,""d mmmm yyyy""),TEXT(PriorYearEndDate,""yyyy"")))",,,,,
,,2019,"'=IF(ManagementAccounts=1,TEXT(Prior2YearEndDate,""d mmmm yyyy""),TEXT(Prior2YearEndDate,""yyyy""))",,,,,
,,2018,"'=IF(ManagementAccounts=1,TEXT(Prior3YearEndDate,""d mmmm yyyy""),TEXT(Prior3YearEndDate,""yyyy""))",,,,,
,,2017,"'=IF(ManagementAccounts=1,TEXT(Prior4YearEndDate,""d mmmm yyyy""),TEXT(Prior4YearEndDate,""yyyy""))",,,,,
,,29 February 2020,"'=IF(OverrideDates=1,TEXT(OverridePY,""d mmmm yyyy""),TEXT(PriorYearEndDate,""d mmmm yyyy""))",,,,,
,,2020,"'=IF(OverrideDates=1,TEXT(OverridePY,""yyyy""),TEXT(PriorYearEndDate,""yyyy""))",,,,,
,,2021,"'=IF(OverrideDates=1,TEXT(OverrideCY,""yyyy""),TEXT(YearEndDate,""yyyy""))",,,,,
,,28 February 2017,"'=TEXT(Prior4YearEndDate,""d mmmm yyyy"")",,,,,
,,28 February 2018,"'=TEXT(Prior3YearEndDate,""d mmmm yyyy"")",,,,,
,,28 February 2019,"'=TEXT(Prior2YearEndDate,""d mmmm yyyy"")",,,,,
,,,"'=IF(AnnualAFS=1,AFS_Name,SUBSTITUTE(AFS_Name,""Annual "",""""))",,,,,
,,,"'=SUBSTITUTE(AFS_Name,""Annual "","""")",,,,,
,,,"'=IF(RestatedFinal=1,LineBreak&""As Restated"","""")",,,,,
,,,"'=IF(RestatedPrior1=1,LineBreak&""As Restated"","""")",,,,,
,,,"'=IF(RestatedPrior2=1,LineBreak&""As Restated"","""")",,,,,
,,,"'=IF(RestatedPrior3=1,LineBreak&""As Restated"","""")",,,,,
,,,"'=IF(RestatedPrior4=1,LineBreak&""As Restated"","""")",,,,,
,,,"'=IF(RestatedFinal=1,"" - as restated"","""")",,,,,
,,,"'=IF(RestatedPrior1=1,"" - as restated"","""")",,,,,
,,,"'=IF(RestatedPrior2=1,"" - as restated"","""")",,,,,
,,,"'=IF(RestatedPrior3=1,"" - as restated"","""")",,,,,
,,,"'=IF(RestatedPrior4=1,"" - as restated"","""")",,,,,
B73F2AAD3,2,"If this report is N/A please click on the ""Content"" tab on the ribbon bar above & switch off by clicking on the sheet name.","If this report is N/A please click on the ""Content"" tab on the ribbon bar above & switch off by clicking on the sheet name.",,,B73F2AAD,Notice,3
D3FF019D4,0, - 2nd payment , - 2nd payment ,,- 2de betaling,D3FF019D,TaxCalc,4
C1201EC24,0, - 3rd payment , - 3rd payment ,,- 3de betaling,C1201EC2,TaxCalc,4
3C6621303,0, - Asset 1, - Asset 1,,- Bate 1,3C662130,Notes,3
4F46247B3,0, - Asset 2, - Asset 2,,- Bate 2,4F46247B,Notes,3
1A91678E3,0, - Asset 3, - Asset 3,,- Bate 3,1A91678E,Notes,3
7EEC04EA3,0, - Asset 4, - Asset 4,,- Bate 4,7EEC04EA,Notes,3
2E0522A93,0, - Asset 5, - Asset 5,,- Bate 5,2E0522A9,Notes,3
2F87DF203,0, - operating lease sublease payments, - operating lease sublease payments,,- bedryfshuur onderhuur betalings,2F87DF20,Notes3,3
5B1754303,0, - Tax effect 4, - Tax effect 4,,- Belastingeffek 4,5B175430,Notes3,3
1B7599AE3,0," - investments in subsidiaries, associates and joint ventures"," - investments in subsidiaries, associates and joint ventures",,"- beleggings in filiale, vennote en gesamentlike ondernemings",1B7599AE,Notes3,3
6B0A5F793,0, - equity accounted investments, - equity accounted investments,,- gelykheidsaandeel beleggings,6B0A5F79,Notes3,3
ACC9B2203,0, - impairment loss, - impairment loss,,- Impairmentverlies,ACC9B220,Notes3,3
9E13A6FE3,0, - reversal of retirement benefit assets, - reversal of retirement benefit assets,,- omkering van aftreevoordeelbates,9E13A6FE,Notes3,3
2AD431033,0, - reversal of non-cash assets pledged as security, - reversal of non-cash assets pledged as security,,- omkering van nie-kontant bates wat as sekuriteit belê is,2AD43103,Notes3,3
EBE4AFCE3,0, - subclass 1, - subclass 1,,- subklas 1,EBE4AFCE,Notes2,3
E95F24EE3,0,(v) Deduction - machinery and implements,(v) Deduction - machinery and implements,,(Af) Aftrekking - masjinerie en implemente,E95F24EE,TaxCalc,3
D7F0EC273,0,(c) - Reason for re-issue,(c) - Reason for re-issue,,(c) - Rede vir heruitreiking,D7F0EC27,ReportAudit,3
F413471A3,0,(Debit) / Credit balance brought forward,(Debit) / Credit balance brought forward,,(Debet) / Kredietbalans oorgedra,F413471A,TaxCalc,3
C03D638B3,0,(Charged) / credited through discontinued operations,(Charged) / credited through discontinued operations,,(Gehef) / gekrediteer deur gestaakte bedrywighede,C03D638B,Notes,3
6CA1C5D23,0,(Charged) / credited to equity,(Charged) / credited to equity,,(Gereken) / gekrediteer aan ekwiteit,6CA1C5D2,Notes,3
8C5143D93,0,(Current assets divide by current liabilities),(Current assets divide by current liabilities),,(Huidige bates gedeel deur huidige skuld),8C5143D9,Ratios,3
0BA605D43,0,"(i) Fuel, oil and grease","(i) Fuel, oil and grease",,"(i) Brandstof, olie en vet",0BA605D4,TaxCalc,3
CF3C653A3,0,(ii) Repairs and maintenance,(ii) Repairs and maintenance,,(ii) Herstelwerk en onderhoud,CF3C653A,TaxCalc,3
3C2C23FC3,0,(iii) Insurance and licenses,(iii) Insurance and licenses,,(iii) Versekerings- en lisensies.,3C2C23FC,TaxCalc,3
0BB193EC3,0,(iv) Wear and tear allowance,(iv) Wear and tear allowance,,(iv) Dra en skeur toelaag,0BB193EC,TaxCalc,3
0BF6606F3,0,(less): private use of vehicles,(less): private use of vehicles,,(minder): private gebruik van voertuie,0BF6606F,TaxCalc,3
9EB8F6153,0,(Charged) / credited to other comprehensive income,(Charged) / credited to other comprehensive income,,(Opgelaai) / gekrediteer na ander omvattende inkomste,9EB8F615,Notes,3
2D1F96093,0,"(Where applicable) the amount (and expiry date, if any) of deductible temporary differences, unused tax losses, and unused tax credits for which no deferred tax asset is recognised in the statement of financial position;","(Where applicable) the amount (and expiry date, if any) of deductible temporary differences, unused tax losses, and unused tax credits for which no deferred tax asset is recognised in the statement of financial position;",,"(Waar van toepassing) die bedrag (en vervaldatum, indien enige) van aftrekbare tydelike verskille, onbenutte belasbare verliese en onbenutte belastingkrediete waarvoor geen uitgestelde belastingaktiva in die staat van finansiële posisie erken word;",2D1F9609,Notes3,3
2B4014893,0,(Where applicable) an explanation of changes in the applicable tax rate(s) compared to the previous accounting period;,(Where applicable) an explanation of changes in the applicable tax rate(s) compared to the previous accounting period;,,(Waar van toepassing) 'n verduideliking van veranderinge in die toepaslike belastingkoers(e) in vergelyking met die vorige boekhoudkundige periode;,2B401489,Notes3,3
DF5A2A953,0,[Additional line],[Additional line],,[Addisionele lyn],DF5A2A95,TaxCalc,3
2E0EEB143,0,[Description],[Description],,[Beskrywing],2E0EEB14,Notes2,3
5EE2EB7E6,0,"[Date, {Delete if N/A}]","[Date, {Delete if N/A}]",,"[Date, {Skrap indien N/V}]",5EE2EB7E,Committee,6
